channel,media_units,distribution,ci_hi,ci_lo,mean,channel_type,scaled_count_histogram,count_histogram,start_interval_histogram,end_interval_histogram
Google Video,134329.765625,prior,0.96165854,0.7068449,0.8395115,media,,,,
Google Video,134806.109375,posterior,0.94222945,0.6978116,0.82033557,media,,,,
Google Video,134806.109375,prior,0.96178883,0.7075779,0.8399649,media,,,,
Google Video,135282.46875,posterior,0.9424212,0.6985549,0.82083607,media,,,,
Google Video,135282.46875,prior,0.9619183,0.70830727,0.8404157,media,,,,
Google Video,135758.8125,posterior,0.94261163,0.69929457,0.8213324,media,,,,
Google Video,135758.8125,prior,0.9620468,0.70903295,0.84086454,media,,,,
Google Video,136235.15625,posterior,0.94280076,0.70003057,0.821827,media,,,,
Google Video,136235.15625,prior,0.9621745,0.70975494,0.84131026,media,,,,
Google Video,136711.5,posterior,0.94298875,0.700763,0.8223186,media,,,,
Google Video,136711.5,prior,0.9623013,0.7104735,0.8417537,media,,,,
Google Video,137187.84375,posterior,0.94317544,0.7014919,0.82280797,media,,,,
Google Video,137187.84375,prior,0.96242726,0.7111885,0.8421948,media,,,,
Google Video,137664.203125,posterior,0.9433609,0.70221716,0.8232939,media,,,,
Google Video,137664.203125,prior,0.9625524,0.71189994,0.8426333,media,,,,
Google Video,138140.53125,posterior,0.9435452,0.702939,0.8237771,media,,,,
Google Video,138140.53125,prior,0.9626767,0.7126078,0.8430691,media,,,,
Google Video,138616.890625,posterior,0.94372827,0.7036573,0.82425874,media,,,,
Google Video,138616.890625,prior,0.9628002,0.71331227,0.8435034,media,,,,
Google Video,139093.234375,posterior,0.9439102,0.70437217,0.8247364,media,,,,
Google Video,139093.234375,prior,0.96292293,0.71401334,0.84393406,media,,,,
Google Video,139569.578125,posterior,0.94409096,0.70508355,0.8252125,media,,,,
Google Video,139569.578125,prior,0.96304476,0.7147109,0.84436285,media,,,,
Google Video,140045.9375,posterior,0.9442705,0.70579153,0.825685,media,,,,
Google Video,140045.9375,prior,0.9631658,0.71540517,0.84478956,media,,,,
Google Video,140522.265625,posterior,0.9444489,0.7064961,0.8261555,media,,,,
Google Video,140522.265625,prior,0.9632861,0.7160959,0.8452134,media,,,,
Google Video,140998.625,posterior,0.9446262,0.7071974,0.8266233,media,,,,
Google Video,140998.625,prior,0.9634056,0.71678346,0.8456352,media,,,,
Google Video,141474.96875,posterior,0.94480234,0.7078953,0.8270882,media,,,,
Google Video,141474.96875,prior,0.96352434,0.7174676,0.846055,media,,,,
Google Video,141951.3125,posterior,0.94497734,0.7085898,0.82755107,media,,,,
Google Video,141951.3125,prior,0.9636423,0.7181485,0.84647214,media,,,,
Google Video,142427.671875,posterior,0.9451513,0.70928115,0.82801265,media,,,,
Google Video,142427.671875,prior,0.9637594,0.7188262,0.8468872,media,,,,
Google Video,142904.0,posterior,0.9453241,0.7099691,0.8284703,media,,,,
Google Video,142904.0,prior,0.9638759,0.7195004,0.84729946,media,,,,
Google Video,143380.359375,posterior,0.9454959,0.7106539,0.82892543,media,,,,
Google Video,143380.359375,prior,0.9639916,0.7201716,0.84770983,media,,,,
Google Video,143856.703125,posterior,0.94566655,0.7113354,0.8293783,media,,,,
Google Video,143856.703125,prior,0.96410656,0.7208395,0.84811777,media,,,,
Google Video,144333.046875,posterior,0.9458361,0.7120137,0.82982826,media,,,,
Google Video,144333.046875,prior,0.96422076,0.7215042,0.84852356,media,,,,
Google Video,144809.390625,posterior,0.94600475,0.7126889,0.83027655,media,,,,
Google Video,144809.390625,prior,0.96433425,0.72216576,0.84892774,media,,,,
Google Video,145285.75,posterior,0.94617224,0.7133609,0.83072245,media,,,,
Google Video,145285.75,prior,0.964447,0.7228242,0.8493296,media,,,,
Google Video,145762.09375,posterior,0.94633865,0.7140297,0.8311662,media,,,,
Google Video,145762.09375,prior,0.96455914,0.72347957,0.84972894,media,,,,
Google Video,146238.4375,posterior,0.9465041,0.71469545,0.8316077,media,,,,
Google Video,146238.4375,prior,0.9646705,0.7241318,0.850126,media,,,,
Google Video,146714.78125,posterior,0.94666857,0.71535814,0.8320462,media,,,,
Google Video,146714.78125,prior,0.96478117,0.72478104,0.85052156,media,,,,
Google Video,147191.125,posterior,0.946832,0.71601766,0.8324827,media,,,,
Google Video,147191.125,prior,0.96489114,0.7254271,0.8509147,media,,,,
Google Video,147667.484375,posterior,0.94699436,0.7166742,0.83291686,media,,,,
Google Video,147667.484375,prior,0.96500045,0.72607017,0.8513061,media,,,,
Google Video,148143.8125,posterior,0.94715583,0.7173277,0.83335024,media,,,,
Google Video,148143.8125,prior,0.96510905,0.7267103,0.8516945,media,,,,
Google Video,148620.171875,posterior,0.9473163,0.7179782,0.8337799,media,,,,
Google Video,148620.171875,prior,0.965217,0.72734743,0.8520817,media,,,,
Google Video,149096.515625,posterior,0.94747573,0.7186258,0.8342067,media,,,,
Google Video,149096.515625,prior,0.9653242,0.72798157,0.85246664,media,,,,
Google Video,149572.859375,posterior,0.9476343,0.7192702,0.83463156,media,,,,
Google Video,149572.859375,prior,0.96543086,0.7286127,0.8528493,media,,,,
Google Video,150049.21875,posterior,0.9477918,0.7199119,0.8350538,media,,,,
Google Video,150049.21875,prior,0.9655368,0.729241,0.8532299,media,,,,
Google Video,150525.546875,posterior,0.94794846,0.72055054,0.83547574,media,,,,
Google Video,150525.546875,prior,0.9656421,0.7298664,0.8536087,media,,,,
Google Video,151001.90625,posterior,0.94810414,0.72118616,0.83589536,media,,,,
Google Video,151001.90625,prior,0.9657468,0.7304889,0.85398537,media,,,,
Google Video,151478.25,posterior,0.9482588,0.7218191,0.8363115,media,,,,
Google Video,151478.25,prior,0.96585083,0.7311085,0.85436106,media,,,,
Google Video,151954.59375,posterior,0.9484127,0.7224491,0.83672595,media,,,,
Google Video,151954.59375,prior,0.96595424,0.7317252,0.8547342,media,,,,
Google Video,152430.9375,posterior,0.9485656,0.7230762,0.83713937,media,,,,
Google Video,152430.9375,prior,0.966057,0.73233926,0.85510546,media,,,,
Google Video,152907.28125,posterior,0.94871765,0.72370064,0.83754873,media,,,,
Google Video,152907.28125,prior,0.96615916,0.73295045,0.85547394,media,,,,
Google Video,153383.640625,posterior,0.94886875,0.7243221,0.837958,media,,,,
Google Video,153383.640625,prior,0.96626073,0.7335588,0.855842,media,,,,
Google Video,153859.984375,posterior,0.949019,0.72494084,0.8383633,media,,,,
Google Video,153859.984375,prior,0.9663617,0.73416436,0.8562077,media,,,,
Google Video,154336.328125,posterior,0.9491683,0.72555685,0.83876705,media,,,,
Google Video,154336.328125,prior,0.966462,0.73476726,0.85657126,media,,,,
Google Video,154812.671875,posterior,0.94931686,0.72617,0.83917,media,,,,
Google Video,154812.671875,prior,0.9665618,0.73536736,0.85693246,media,,,,
Google Video,155289.03125,posterior,0.94946444,0.72678053,0.8395698,media,,,,
Google Video,155289.03125,prior,0.9666609,0.73596483,0.85729265,media,,,,
Google Video,155765.359375,posterior,0.9496112,0.72738826,0.8399679,media,,,,
Google Video,155765.359375,prior,0.9667595,0.7365595,0.85765094,media,,,,
Google Video,156241.71875,posterior,0.9497571,0.7279933,0.840364,media,,,,
Google Video,156241.71875,prior,0.96685743,0.73715156,0.8580072,media,,,,
Google Video,156718.0625,posterior,0.9499021,0.72859573,0.8407579,media,,,,
Google Video,156718.0625,prior,0.9669548,0.737741,0.85836184,media,,,,
Google Video,157194.40625,posterior,0.95004636,0.72919536,0.8411514,media,,,,
Google Video,157194.40625,prior,0.9670517,0.7383278,0.85871375,media,,,,
Google Video,157670.765625,posterior,0.95018977,0.72979254,0.84154,media,,,,
Google Video,157670.765625,prior,0.96714795,0.7389119,0.8590649,media,,,,
Google Video,158147.09375,posterior,0.95033234,0.730387,0.8419289,media,,,,
Google Video,158147.09375,prior,0.9672437,0.7394934,0.85941464,media,,,,
Google Video,158623.453125,posterior,0.9504741,0.7309788,0.8423158,media,,,,
Google Video,158623.453125,prior,0.96733886,0.7400724,0.85976166,media,,,,
Google Video,159099.796875,posterior,0.9506151,0.73156804,0.84269935,media,,,,
Google Video,159099.796875,prior,0.96743345,0.7406488,0.86010814,media,,,,
Google Video,159576.140625,posterior,0.95075524,0.73215467,0.84308285,media,,,,
Google Video,159576.140625,prior,0.9675275,0.7412227,0.8604518,media,,,,
Google Video,160052.5,posterior,0.9508946,0.73273885,0.84346366,media,,,,
Google Video,160052.5,prior,0.967621,0.741794,0.8607944,media,,,,
Google Video,160528.828125,posterior,0.9510332,0.73332036,0.8438427,media,,,,
Google Video,160528.828125,prior,0.967714,0.74236274,0.8611348,media,,,,
Google Video,161005.1875,posterior,0.951171,0.7338994,0.8442193,media,,,,
Google Video,161005.1875,prior,0.96780646,0.74292904,0.86147356,media,,,,
Google Video,161481.53125,posterior,0.951308,0.734476,0.8445949,media,,,,
Google Video,161481.53125,prior,0.96789837,0.7434929,0.8618108,media,,,,
Google Video,161957.875,posterior,0.95144427,0.7350499,0.8449679,media,,,,
Google Video,161957.875,prior,0.96798974,0.7440542,0.8621467,media,,,,
Google Video,162434.21875,posterior,0.95157975,0.7356216,0.84533954,media,,,,
Google Video,162434.21875,prior,0.96808064,0.74461305,0.8624801,media,,,,
Google Video,162910.5625,posterior,0.9517145,0.7361906,0.8457101,media,,,,
Google Video,162910.5625,prior,0.968171,0.7451695,0.8628134,media,,,,
Google Video,163386.921875,posterior,0.9518485,0.7367573,0.84607774,media,,,,
Google Video,163386.921875,prior,0.9682609,0.74572355,0.8631437,media,,,,
Google Video,163863.265625,posterior,0.9519818,0.73732156,0.8464448,media,,,,
Google Video,163863.265625,prior,0.96835023,0.74627525,0.8634722,media,,,,
Google Video,164339.609375,posterior,0.9521142,0.7378833,0.8468084,media,,,,
Google Video,164339.609375,prior,0.96843904,0.74682444,0.86380017,media,,,,
Google Video,164815.953125,posterior,0.95224607,0.7384427,0.8471717,media,,,,
Google Video,164815.953125,prior,0.9685274,0.74737126,0.8641266,media,,,,
Google Video,165292.296875,posterior,0.9523771,0.7389998,0.8475322,media,,,,
Google Video,165292.296875,prior,0.96861523,0.7479158,0.864451,media,,,,
Google Video,165768.640625,posterior,0.9525075,0.7395544,0.8478923,media,,,,
Google Video,165768.640625,prior,0.96870255,0.74845797,0.8647742,media,,,,
Google Video,166245.0,posterior,0.9526371,0.74010676,0.84824985,media,,,,
Google Video,166245.0,prior,0.96878946,0.74899787,0.8650953,media,,,,
Google Video,166721.34375,posterior,0.95276606,0.74065673,0.84860617,media,,,,
Google Video,166721.34375,prior,0.9688759,0.7495354,0.8654152,media,,,,
Google Video,167197.6875,posterior,0.9528943,0.7412044,0.84896016,media,,,,
Google Video,167197.6875,prior,0.9689618,0.7500705,0.865733,media,,,,
Google Video,167674.046875,posterior,0.9530218,0.7417497,0.849314,media,,,,
Google Video,167674.046875,prior,0.96904725,0.7506035,0.8660501,media,,,,
Google Video,168150.375,posterior,0.9531486,0.74229276,0.84966433,media,,,,
Google Video,168150.375,prior,0.9691322,0.7511343,0.8663652,media,,,,
Google Video,168626.734375,posterior,0.95327485,0.7428336,0.85001343,media,,,,
Google Video,168626.734375,prior,0.9692167,0.7516627,0.8666791,media,,,,
Google Video,169103.078125,posterior,0.9534003,0.743372,0.8503616,media,,,,
Google Video,169103.078125,prior,0.9693008,0.7521888,0.86699134,media,,,,
Google Video,169579.421875,posterior,0.9535251,0.74390835,0.8507069,media,,,,
Google Video,169579.421875,prior,0.9693844,0.7527127,0.8673026,media,,,,
Google Video,170055.78125,posterior,0.9536493,0.74444234,0.8510518,media,,,,
Google Video,170055.78125,prior,0.9694675,0.7532345,0.86761147,media,,,,
Google Video,170532.109375,posterior,0.9537727,0.7449741,0.8513944,media,,,,
Google Video,170532.109375,prior,0.9695502,0.75375414,0.86791986,media,,,,
Google Video,171008.46875,posterior,0.9538956,0.7455038,0.8517365,media,,,,
Google Video,171008.46875,prior,0.96963245,0.75427145,0.8682263,media,,,,
Google Video,171484.8125,posterior,0.95401776,0.7460311,0.8520754,media,,,,
Google Video,171484.8125,prior,0.9697143,0.7547867,0.86853087,media,,,,
Google Video,171961.15625,posterior,0.9541393,0.74655634,0.8524147,media,,,,
Google Video,171961.15625,prior,0.96979564,0.7552997,0.8688348,media,,,,
Google Video,172437.5,posterior,0.9542602,0.74707943,0.8527516,media,,,,
Google Video,172437.5,prior,0.9698765,0.7558106,0.8691371,media,,,,
Google Video,172913.84375,posterior,0.95438045,0.74760026,0.8530856,media,,,,
Google Video,172913.84375,prior,0.96995705,0.7563194,0.86943763,media,,,,
Google Video,173390.203125,posterior,0.9545,0.74811906,0.8534201,media,,,,
Google Video,173390.203125,prior,0.9700371,0.75682604,0.8697371,media,,,,
Google Video,173866.546875,posterior,0.95461905,0.74863565,0.8537519,media,,,,
Google Video,173866.546875,prior,0.9701167,0.7573306,0.8700351,media,,,,
Google Video,174342.890625,posterior,0.9547375,0.74915016,0.85408217,media,,,,
Google Video,174342.890625,prior,0.9701959,0.75783306,0.8703321,media,,,,
Google Video,174819.234375,posterior,0.9548552,0.7496626,0.85441154,media,,,,
Google Video,174819.234375,prior,0.9702747,0.75833344,0.87062734,media,,,,
Google Video,175295.578125,posterior,0.9549724,0.75017285,0.85473907,media,,,,
Google Video,175295.578125,prior,0.97035307,0.7588318,0.8709215,media,,,,
Google Video,175771.921875,posterior,0.9550889,0.7506811,0.8550657,media,,,,
Google Video,175771.921875,prior,0.9704311,0.759328,0.8712142,media,,,,
Google Video,176248.28125,posterior,0.95520484,0.75118726,0.8553892,media,,,,
Google Video,176248.28125,prior,0.97050864,0.75982225,0.87150514,media,,,,
Google Video,176724.625,posterior,0.9553202,0.75169146,0.8557132,media,,,,
Google Video,176724.625,prior,0.97058576,0.7603145,0.8717953,media,,,,
Google Video,177200.96875,posterior,0.955435,0.75219357,0.85603493,media,,,,
Google Video,177200.96875,prior,0.97066253,0.7608047,0.8720839,media,,,,
Google Video,177677.328125,posterior,0.9555491,0.75269353,0.8563548,media,,,,
Google Video,177677.328125,prior,0.9707389,0.76129293,0.87237173,media,,,,
Google Video,178153.65625,posterior,0.95566267,0.75319165,0.85667413,media,,,,
Google Video,178153.65625,prior,0.9708148,0.76177907,0.87265724,media,,,,
Google Video,178630.015625,posterior,0.95577574,0.7536877,0.8569913,media,,,,
Google Video,178630.015625,prior,0.9708904,0.7622633,0.8729423,media,,,,
Google Video,179106.359375,posterior,0.9558881,0.7541817,0.85730755,media,,,,
Google Video,179106.359375,prior,0.97096556,0.7627457,0.87322557,media,,,,
Google Video,179582.703125,posterior,0.95600003,0.7546738,0.8576228,media,,,,
Google Video,179582.703125,prior,0.97104037,0.7632259,0.8735075,media,,,,
Google Video,180059.0625,posterior,0.95611125,0.7551639,0.8579344,media,,,,
Google Video,180059.0625,prior,0.97111475,0.76370436,0.8737888,media,,,,
Google Video,180535.390625,posterior,0.956222,0.75565207,0.858247,media,,,,
Google Video,180535.390625,prior,0.9711888,0.7641807,0.87406844,media,,,,
Google Video,181011.75,posterior,0.9563322,0.75613827,0.85855806,media,,,,
Google Video,181011.75,prior,0.97126245,0.76465523,0.874347,media,,,,
Google Video,181488.09375,posterior,0.9564418,0.75662255,0.8588674,media,,,,
Google Video,181488.09375,prior,0.9713357,0.76512796,0.8746242,media,,,,
Google Video,181964.4375,posterior,0.9565509,0.75710493,0.8591746,media,,,,
Google Video,181964.4375,prior,0.9714086,0.76559865,0.8749002,media,,,,
Google Video,182440.78125,posterior,0.9566594,0.75758535,0.8594813,media,,,,
Google Video,182440.78125,prior,0.97148114,0.76606745,0.8751752,media,,,,
Google Video,182917.125,posterior,0.9567674,0.758064,0.8597858,media,,,,
Google Video,182917.125,prior,0.97155327,0.7665344,0.8754484,media,,,,
Google Video,183393.484375,posterior,0.9568749,0.75854063,0.8600903,media,,,,
Google Video,183393.484375,prior,0.97162503,0.76699954,0.8757216,media,,,,
Google Video,183869.828125,posterior,0.9569818,0.7590153,0.8603934,media,,,,
Google Video,183869.828125,prior,0.97169644,0.76746285,0.8759925,media,,,,
Google Video,184346.171875,posterior,0.9570882,0.7594884,0.86069417,media,,,,
Google Video,184346.171875,prior,0.97176754,0.76792425,0.8762623,media,,,,
Google Video,184822.515625,posterior,0.957194,0.7599594,0.8609932,media,,,,
Google Video,184822.515625,prior,0.97183824,0.7683838,0.87653136,media,,,,
Google Video,185298.859375,posterior,0.95729935,0.7604286,0.8612915,media,,,,
Google Video,185298.859375,prior,0.9719086,0.76884156,0.8767981,media,,,,
Google Video,185775.203125,posterior,0.9574042,0.7608961,0.86158895,media,,,,
Google Video,185775.203125,prior,0.9719786,0.7692976,0.8770651,media,,,,
Google Video,186251.5625,posterior,0.9575085,0.7613616,0.861885,media,,,,
Google Video,186251.5625,prior,0.9720483,0.7697518,0.8773299,media,,,,
Google Video,186727.90625,posterior,0.95761234,0.76182544,0.8621794,media,,,,
Google Video,186727.90625,prior,0.9721176,0.7702042,0.8775944,media,,,,
Google Video,187204.25,posterior,0.9577156,0.7622874,0.8624731,media,,,,
Google Video,187204.25,prior,0.97218657,0.7706548,0.87785715,media,,,,
Google Video,187680.59375,posterior,0.9578184,0.7627476,0.8627647,media,,,,
Google Video,187680.59375,prior,0.97225523,0.7711036,0.87811965,media,,,,
Google Video,188156.9375,posterior,0.95792073,0.763206,0.8630552,media,,,,
Google Video,188156.9375,prior,0.97232354,0.7715508,0.8783805,media,,,,
Google Video,188633.296875,posterior,0.9580225,0.7636626,0.8633465,media,,,,
Google Video,188633.296875,prior,0.9723915,0.7719961,0.87863946,media,,,,
Google Video,189109.640625,posterior,0.9581238,0.76411754,0.8636355,media,,,,
Google Video,189109.640625,prior,0.97245914,0.7724397,0.87889856,media,,,,
Google Video,189585.984375,posterior,0.95822465,0.76457065,0.86392206,media,,,,
Google Video,189585.984375,prior,0.97252643,0.77288157,0.8791562,media,,,,
Google Video,190062.34375,posterior,0.95832497,0.76502204,0.8642068,media,,,,
Google Video,190062.34375,prior,0.97259337,0.7733218,0.87941206,media,,,,
Google Video,190538.671875,posterior,0.9584248,0.7654718,0.86449313,media,,,,
Google Video,190538.671875,prior,0.97266,0.7737603,0.8796676,media,,,,
Google Video,191015.03125,posterior,0.95852417,0.7659197,0.864776,media,,,,
Google Video,191015.03125,prior,0.97272635,0.7741971,0.8799213,media,,,,
Google Video,191491.375,posterior,0.9586231,0.76636595,0.86506,media,,,,
Google Video,191491.375,prior,0.9727923,0.7746322,0.880175,media,,,,
Google Video,191967.71875,posterior,0.9587216,0.7668105,0.8653389,media,,,,
Google Video,191967.71875,prior,0.972858,0.7750656,0.8804271,media,,,,
Google Video,192444.0625,posterior,0.95881945,0.76725334,0.86562085,media,,,,
Google Video,192444.0625,prior,0.9729234,0.77549744,0.8806781,media,,,,
Google Video,192920.40625,posterior,0.958917,0.76769453,0.8658995,media,,,,
Google Video,192920.40625,prior,0.9729885,0.77592754,0.8809278,media,,,,
Google Video,193396.765625,posterior,0.95901406,0.768134,0.86617666,media,,,,
Google Video,193396.765625,prior,0.9730532,0.77635604,0.88117635,media,,,,
Google Video,193873.109375,posterior,0.9591106,0.7685719,0.86645335,media,,,,
Google Video,193873.109375,prior,0.97311765,0.7767829,0.88142496,media,,,,
Google Video,194349.453125,posterior,0.95920676,0.7690081,0.86672896,media,,,,
Google Video,194349.453125,prior,0.9731817,0.77720803,0.8816705,media,,,,
Google Video,194825.796875,posterior,0.9593024,0.7694426,0.86700284,media,,,,
Google Video,194825.796875,prior,0.97324556,0.7776317,0.8819171,media,,,,
Google Video,195302.140625,posterior,0.9593977,0.76987565,0.8672759,media,,,,
Google Video,195302.140625,prior,0.97330904,0.77805364,0.8821616,media,,,,
Google Video,195778.484375,posterior,0.95949244,0.7703069,0.8675477,media,,,,
Google Video,195778.484375,prior,0.9733722,0.77847403,0.8824052,media,,,,
Google Video,196254.84375,posterior,0.9595868,0.7707366,0.86781996,media,,,,
Google Video,196254.84375,prior,0.97343516,0.77889276,0.8826478,media,,,,
Google Video,196731.1875,posterior,0.95968074,0.77116466,0.8680894,media,,,,
Google Video,196731.1875,prior,0.97349775,0.77931005,0.8828895,media,,,,
Google Video,197207.53125,posterior,0.9597742,0.7715911,0.8683578,media,,,,
Google Video,197207.53125,prior,0.9735601,0.7797257,0.8831302,media,,,,
Google Video,197683.875,posterior,0.9598672,0.7720161,0.8686256,media,,,,
Google Video,197683.875,prior,0.97362214,0.7801398,0.88336945,media,,,,
Google Video,198160.21875,posterior,0.95995986,0.77243936,0.86889297,media,,,,
Google Video,198160.21875,prior,0.9736839,0.78055227,0.88360846,media,,,,
Google Video,198636.578125,posterior,0.96005195,0.7728612,0.8691587,media,,,,
Google Video,198636.578125,prior,0.97374535,0.78096324,0.88384604,media,,,,
Google Video,199112.90625,posterior,0.96014374,0.7732814,0.86942345,media,,,,
Google Video,199112.90625,prior,0.9738065,0.7813728,0.88408273,media,,,,
Google Video,199589.265625,posterior,0.9602351,0.77369994,0.86968595,media,,,,
Google Video,199589.265625,prior,0.97386736,0.78178066,0.88431925,media,,,,
Google Video,200065.625,posterior,0.9603261,0.7741171,0.8699483,media,,,,
Google Video,200065.625,prior,0.973928,0.7821871,0.884554,media,,,,
Google Video,200541.953125,posterior,0.96041656,0.7745327,0.8702081,media,,,,
Google Video,200541.953125,prior,0.97398823,0.7825919,0.8847876,media,,,,
Google Video,201018.3125,posterior,0.96050656,0.7749467,0.87046933,media,,,,
Google Video,201018.3125,prior,0.97404826,0.78299534,0.88502043,media,,,,
Google Video,201494.65625,posterior,0.9605963,0.7753592,0.8707286,media,,,,
Google Video,201494.65625,prior,0.9741081,0.7833972,0.88525224,media,,,,
Google Video,201971.0,posterior,0.9606856,0.7757702,0.870986,media,,,,
Google Video,201971.0,prior,0.9741676,0.7837977,0.8854836,media,,,,
Google Video,202447.34375,posterior,0.9607744,0.77617973,0.87124324,media,,,,
Google Video,202447.34375,prior,0.9742268,0.7841965,0.8857133,media,,,,
Google Video,202923.6875,posterior,0.96086305,0.7765877,0.8714987,media,,,,
Google Video,202923.6875,prior,0.9742857,0.784594,0.885943,media,,,,
Google Video,203400.046875,posterior,0.960951,0.7769943,0.8717553,media,,,,
Google Video,203400.046875,prior,0.9743444,0.78498995,0.8861709,media,,,,
Google Video,203876.390625,posterior,0.9610387,0.7773994,0.8720096,media,,,,
Google Video,203876.390625,prior,0.97440284,0.7853846,0.8863988,media,,,,
Google Video,204352.734375,posterior,0.961126,0.7778029,0.87226087,media,,,,
Google Video,204352.734375,prior,0.974461,0.7857777,0.8866243,media,,,,
Google Video,204829.09375,posterior,0.9612129,0.7782051,0.8725134,media,,,,
Google Video,204829.09375,prior,0.9745189,0.78616935,0.88685024,media,,,,
Google Video,205305.421875,posterior,0.9612994,0.7786058,0.872764,media,,,,
Google Video,205305.421875,prior,0.9745765,0.7865596,0.8870749,media,,,,
Google Video,205781.765625,posterior,0.96138555,0.77900493,0.8730159,media,,,,
Google Video,205781.765625,prior,0.9746339,0.7869484,0.8872988,media,,,,
Google Video,206258.125,posterior,0.96147126,0.7794028,0.8732623,media,,,,
Google Video,206258.125,prior,0.974691,0.7873358,0.8875214,media,,,,
Google Video,206734.46875,posterior,0.9615566,0.7797991,0.87351185,media,,,,
Google Video,206734.46875,prior,0.9747478,0.78772175,0.88774353,media,,,,
Google Video,207210.828125,posterior,0.96164167,0.7801941,0.87375844,media,,,,
Google Video,207210.828125,prior,0.97480434,0.7881064,0.88796496,media,,,,
Google Video,207687.15625,posterior,0.9617262,0.7805876,0.8740035,media,,,,
Google Video,207687.15625,prior,0.97486067,0.7884895,0.8881842,media,,,,
Google Video,208163.5,posterior,0.96181047,0.78097963,0.8742496,media,,,,
Google Video,208163.5,prior,0.97491676,0.7888714,0.8884043,media,,,,
Google Video,208639.859375,posterior,0.96189433,0.7813705,0.8744939,media,,,,
Google Video,208639.859375,prior,0.9749726,0.7892518,0.88862234,media,,,,
Google Video,209116.203125,posterior,0.96197784,0.78175974,0.8747374,media,,,,
Google Video,209116.203125,prior,0.97502816,0.78963095,0.88884014,media,,,,
Google Video,209592.53125,posterior,0.962061,0.78214765,0.8749792,media,,,,
Google Video,209592.53125,prior,0.97508353,0.7900086,0.88905656,media,,,,
Google Video,210068.890625,posterior,0.9621438,0.7825343,0.87521976,media,,,,
Google Video,210068.890625,prior,0.9751386,0.790385,0.88927287,media,,,,
Google Video,210545.234375,posterior,0.9622262,0.78291947,0.8754609,media,,,,
Google Video,210545.234375,prior,0.9751935,0.79076,0.8894879,media,,,,
Google Video,211021.59375,posterior,0.9623082,0.7833034,0.8757001,media,,,,
Google Video,211021.59375,prior,0.9752481,0.79113364,0.8897017,media,,,,
Google Video,211497.9375,posterior,0.96238995,0.78368574,0.8759382,media,,,,
Google Video,211497.9375,prior,0.97530246,0.791506,0.88991547,media,,,,
Google Video,211974.265625,posterior,0.9624713,0.7840669,0.87617606,media,,,,
Google Video,211974.265625,prior,0.9753566,0.79187703,0.89012796,media,,,,
Google Video,212450.625,posterior,0.96255225,0.7844468,0.87641263,media,,,,
Google Video,212450.625,prior,0.9754105,0.7922467,0.8903398,media,,,,
Google Video,212926.96875,posterior,0.9626329,0.78482515,0.8766498,media,,,,
Google Video,212926.96875,prior,0.97546417,0.7926151,0.8905505,media,,,,
Google Video,213403.328125,posterior,0.96271324,0.7852023,0.8768829,media,,,,
Google Video,213403.328125,prior,0.9755176,0.79298216,0.8907605,media,,,,
Google Video,213879.671875,posterior,0.9627931,0.78557813,0.87711775,media,,,,
Google Video,213879.671875,prior,0.9755708,0.79334795,0.89096975,media,,,,
Google Video,214356.0,posterior,0.96287274,0.7859526,0.87735134,media,,,,
Google Video,214356.0,prior,0.9756237,0.79371244,0.8911784,media,,,,
Google Video,214832.359375,posterior,0.9629521,0.7863259,0.8775837,media,,,,
Google Video,214832.359375,prior,0.9756765,0.79407567,0.89138585,media,,,,
Google Video,215308.703125,posterior,0.96303093,0.7866977,0.87781477,media,,,,
Google Video,215308.703125,prior,0.975729,0.7944376,0.8915935,media,,,,
Google Video,215785.0625,posterior,0.96310955,0.78706837,0.87804496,media,,,,
Google Video,215785.0625,prior,0.97578126,0.79479825,0.89179945,media,,,,
Google Video,216261.390625,posterior,0.9631879,0.7874377,0.87827414,media,,,,
Google Video,216261.390625,prior,0.97583336,0.7951576,0.8920046,media,,,,
Google Video,216737.734375,posterior,0.9632658,0.7878056,0.8785026,media,,,,
Google Video,216737.734375,prior,0.97588515,0.79551584,0.8922092,media,,,,
Google Video,217214.09375,posterior,0.9633434,0.7881725,0.87873167,media,,,,
Google Video,217214.09375,prior,0.9759368,0.7958727,0.8924133,media,,,,
Google Video,217690.4375,posterior,0.9634206,0.7885379,0.8789582,media,,,,
Google Video,217690.4375,prior,0.97598815,0.79622835,0.8926158,media,,,,
Google Video,218166.796875,posterior,0.96349764,0.7889022,0.879184,media,,,,
Google Video,218166.796875,prior,0.97603935,0.79658276,0.8928179,media,,,,
Google Video,218643.125,posterior,0.96357423,0.7892652,0.87941015,media,,,,
Google Video,218643.125,prior,0.9760903,0.7969359,0.8930195,media,,,,
Google Video,219119.46875,posterior,0.9636505,0.7896269,0.87963355,media,,,,
Google Video,219119.46875,prior,0.97614104,0.7972879,0.8932204,media,,,,
Google Video,219595.828125,posterior,0.9637265,0.7899875,0.87985796,media,,,,
Google Video,219595.828125,prior,0.9761916,0.79763865,0.8934202,media,,,,
Google Video,220072.171875,posterior,0.9638022,0.7903467,0.8800819,media,,,,
Google Video,220072.171875,prior,0.9762419,0.7979882,0.8936195,media,,,,
Google Video,220548.53125,posterior,0.96387756,0.7907048,0.880302,media,,,,
Google Video,220548.53125,prior,0.97629195,0.7983365,0.8938176,media,,,,
Google Video,221024.859375,posterior,0.9639526,0.79106164,0.88052446,media,,,,
