channel,media_units,distribution,ci_hi,ci_lo,mean,channel_type,scaled_count_histogram,count_histogram,start_interval_histogram,end_interval_histogram
Google Paid Search,41743.96484375,prior,0.98608965,0.8960287,0.9447936,media,,,,
Google Paid Search,41864.61328125,posterior,0.9607441,0.8892552,0.92823166,media,,,,
Google Paid Search,41864.61328125,prior,0.9861291,0.8962972,0.94494176,media,,,,
Google Paid Search,41985.25390625,posterior,0.9608525,0.88953835,0.9284217,media,,,,
Google Paid Search,41985.25390625,prior,0.98616844,0.89656436,0.9450885,media,,,,
Google Paid Search,42105.90234375,posterior,0.96096027,0.88982,0.9286109,media,,,,
Google Paid Search,42105.90234375,prior,0.98620754,0.89683014,0.9452356,media,,,,
Google Paid Search,42226.55078125,posterior,0.9610675,0.8901002,0.9287995,media,,,,
Google Paid Search,42226.55078125,prior,0.9862464,0.8970946,0.94538146,media,,,,
Google Paid Search,42347.203125,posterior,0.96117413,0.89037895,0.92898554,media,,,,
Google Paid Search,42347.203125,prior,0.98628503,0.8973577,0.9455261,media,,,,
Google Paid Search,42467.84375,posterior,0.96128017,0.8906563,0.92917216,media,,,,
Google Paid Search,42467.84375,prior,0.9863235,0.8976194,0.9456705,media,,,,
Google Paid Search,42588.4921875,posterior,0.9613856,0.89093226,0.9293579,media,,,,
Google Paid Search,42588.4921875,prior,0.9863617,0.89787984,0.9458138,media,,,,
Google Paid Search,42709.140625,posterior,0.96149045,0.89120686,0.9295417,media,,,,
Google Paid Search,42709.140625,prior,0.98639965,0.89813894,0.9459567,media,,,,
Google Paid Search,42829.78515625,posterior,0.96159476,0.89148,0.92972535,media,,,,
Google Paid Search,42829.78515625,prior,0.98643744,0.89839673,0.9460984,media,,,,
Google Paid Search,42950.43359375,posterior,0.9616985,0.8917519,0.9299064,media,,,,
Google Paid Search,42950.43359375,prior,0.98647505,0.8986532,0.94624,media,,,,
Google Paid Search,43071.08203125,posterior,0.9618017,0.8920224,0.9300878,media,,,,
Google Paid Search,43071.08203125,prior,0.9865125,0.8989084,0.94638044,media,,,,
Google Paid Search,43191.73046875,posterior,0.96190435,0.8922915,0.93026906,media,,,,
Google Paid Search,43191.73046875,prior,0.98654956,0.8991623,0.94652057,media,,,,
Google Paid Search,43312.375,posterior,0.96200645,0.8925593,0.930448,media,,,,
Google Paid Search,43312.375,prior,0.9865866,0.8994149,0.9466595,media,,,,
Google Paid Search,43433.0234375,posterior,0.96210796,0.8928257,0.9306253,media,,,,
Google Paid Search,43433.0234375,prior,0.98662335,0.8996663,0.9467979,media,,,,
Google Paid Search,43553.671875,posterior,0.962209,0.8930909,0.93080354,media,,,,
Google Paid Search,43553.671875,prior,0.9866599,0.8999164,0.94693536,media,,,,
Google Paid Search,43674.31640625,posterior,0.9623094,0.8933548,0.9309814,media,,,,
Google Paid Search,43674.31640625,prior,0.98669624,0.9001653,0.9470723,media,,,,
Google Paid Search,43794.96484375,posterior,0.9624094,0.8936173,0.93115586,media,,,,
Google Paid Search,43794.96484375,prior,0.9867324,0.9004129,0.9472083,media,,,,
Google Paid Search,43915.61328125,posterior,0.9625088,0.8938785,0.9313321,media,,,,
Google Paid Search,43915.61328125,prior,0.9867684,0.9006593,0.94734377,media,,,,
Google Paid Search,44036.26171875,posterior,0.9626076,0.89413846,0.93150526,media,,,,
Google Paid Search,44036.26171875,prior,0.9868041,0.9009045,0.9474789,media,,,,
Google Paid Search,44156.90625,posterior,0.962706,0.89439714,0.93167835,media,,,,
Google Paid Search,44156.90625,prior,0.9868397,0.90114856,0.94761306,media,,,,
Google Paid Search,44277.5546875,posterior,0.96280384,0.8946546,0.9318505,media,,,,
Google Paid Search,44277.5546875,prior,0.9868751,0.9013913,0.9477463,media,,,,
Google Paid Search,44398.203125,posterior,0.9629011,0.89491075,0.9320215,media,,,,
Google Paid Search,44398.203125,prior,0.98691034,0.9016329,0.9478788,media,,,,
Google Paid Search,44518.84765625,posterior,0.9629979,0.8951657,0.93219465,media,,,,
Google Paid Search,44518.84765625,prior,0.98694533,0.9018733,0.948011,media,,,,
Google Paid Search,44639.49609375,posterior,0.96309423,0.8954194,0.9323618,media,,,,
Google Paid Search,44639.49609375,prior,0.98698014,0.9021126,0.9481421,media,,,,
Google Paid Search,44760.14453125,posterior,0.9631901,0.8956719,0.93253165,media,,,,
Google Paid Search,44760.14453125,prior,0.9870148,0.90235066,0.94827306,media,,,,
Google Paid Search,44880.79296875,posterior,0.9632854,0.89592314,0.932699,media,,,,
Google Paid Search,44880.79296875,prior,0.9870493,0.9025876,0.9484029,media,,,,
Google Paid Search,45001.4375,posterior,0.9633802,0.8961732,0.9328676,media,,,,
Google Paid Search,45001.4375,prior,0.9870835,0.9028233,0.9485322,media,,,,
Google Paid Search,45122.0859375,posterior,0.9634746,0.8964221,0.9330328,media,,,,
Google Paid Search,45122.0859375,prior,0.9871176,0.90305805,0.9486617,media,,,,
Google Paid Search,45242.734375,posterior,0.96356845,0.89666975,0.93319845,media,,,,
Google Paid Search,45242.734375,prior,0.9871515,0.9032915,0.94878954,media,,,,
Google Paid Search,45363.3828125,posterior,0.9636618,0.8969163,0.93336415,media,,,,
Google Paid Search,45363.3828125,prior,0.9871853,0.9035239,0.9489169,media,,,,
Google Paid Search,45484.02734375,posterior,0.9637547,0.89716154,0.9335265,media,,,,
Google Paid Search,45484.02734375,prior,0.9872188,0.9037552,0.9490434,media,,,,
Google Paid Search,45604.67578125,posterior,0.96384716,0.8974057,0.93368965,media,,,,
Google Paid Search,45604.67578125,prior,0.9872522,0.9039854,0.9491702,media,,,,
Google Paid Search,45725.32421875,posterior,0.9639391,0.8976487,0.9338522,media,,,,
Google Paid Search,45725.32421875,prior,0.98728544,0.90421444,0.9492953,media,,,,
Google Paid Search,45845.96875,posterior,0.96403056,0.8978905,0.9340135,media,,,,
Google Paid Search,45845.96875,prior,0.98731846,0.90444237,0.9494203,media,,,,
Google Paid Search,45966.6171875,posterior,0.9641216,0.89813125,0.9341753,media,,,,
Google Paid Search,45966.6171875,prior,0.9873513,0.9046693,0.94954455,media,,,,
Google Paid Search,46087.265625,posterior,0.9642121,0.8983708,0.9343343,media,,,,
Google Paid Search,46087.265625,prior,0.98738396,0.90489507,0.94966835,media,,,,
Google Paid Search,46207.9140625,posterior,0.96430224,0.8986092,0.9344932,media,,,,
Google Paid Search,46207.9140625,prior,0.9874165,0.9051199,0.9497916,media,,,,
Google Paid Search,46328.55859375,posterior,0.9643919,0.89884657,0.93465173,media,,,,
Google Paid Search,46328.55859375,prior,0.9874489,0.9053436,0.94991416,media,,,,
Google Paid Search,46449.20703125,posterior,0.96448106,0.8990828,0.9348098,media,,,,
Google Paid Search,46449.20703125,prior,0.98748106,0.9055662,0.9500366,media,,,,
Google Paid Search,46569.85546875,posterior,0.96456987,0.8993179,0.93496716,media,,,,
Google Paid Search,46569.85546875,prior,0.98751307,0.9057878,0.950158,media,,,,
Google Paid Search,46690.5,posterior,0.96465814,0.8995519,0.9351218,media,,,,
Google Paid Search,46690.5,prior,0.98754495,0.9060084,0.9502786,media,,,,
Google Paid Search,46811.1484375,posterior,0.96474606,0.89978486,0.93527824,media,,,,
Google Paid Search,46811.1484375,prior,0.98757666,0.90622795,0.95039827,media,,,,
Google Paid Search,46931.796875,posterior,0.9648335,0.9000168,0.93543243,media,,,,
Google Paid Search,46931.796875,prior,0.9876082,0.9064464,0.9505184,media,,,,
Google Paid Search,47052.4453125,posterior,0.9649205,0.9002476,0.93558586,media,,,,
Google Paid Search,47052.4453125,prior,0.98763955,0.9066639,0.950637,media,,,,
Google Paid Search,47173.08984375,posterior,0.96500707,0.9004773,0.93573946,media,,,,
Google Paid Search,47173.08984375,prior,0.9876708,0.9068804,0.9507557,media,,,,
Google Paid Search,47293.73828125,posterior,0.96509326,0.900706,0.9358919,media,,,,
Google Paid Search,47293.73828125,prior,0.9877019,0.9070959,0.9508735,media,,,,
Google Paid Search,47414.38671875,posterior,0.96517897,0.9009336,0.93604386,media,,,,
Google Paid Search,47414.38671875,prior,0.98773277,0.90731037,0.9509913,media,,,,
Google Paid Search,47535.03125,posterior,0.96526426,0.9011602,0.93619496,media,,,,
Google Paid Search,47535.03125,prior,0.9877635,0.9075239,0.95110744,media,,,,
Google Paid Search,47655.6796875,posterior,0.9653492,0.9013857,0.9363448,media,,,,
Google Paid Search,47655.6796875,prior,0.98779416,0.90773636,0.9512236,media,,,,
Google Paid Search,47776.328125,posterior,0.96543366,0.90161026,0.93649447,media,,,,
Google Paid Search,47776.328125,prior,0.9878246,0.90794796,0.95133936,media,,,,
Google Paid Search,47896.9765625,posterior,0.9655177,0.9018338,0.9366435,media,,,,
Google Paid Search,47896.9765625,prior,0.9878549,0.9081585,0.9514544,media,,,,
Google Paid Search,48017.62109375,posterior,0.9656013,0.9020562,0.93679166,media,,,,
Google Paid Search,48017.62109375,prior,0.987885,0.9083681,0.9515692,media,,,,
Google Paid Search,48138.26953125,posterior,0.9656846,0.9022777,0.9369384,media,,,,
Google Paid Search,48138.26953125,prior,0.98791504,0.9085767,0.951683,media,,,,
Google Paid Search,48258.91796875,posterior,0.96576744,0.9024982,0.93708533,media,,,,
Google Paid Search,48258.91796875,prior,0.9879449,0.90878445,0.9517964,media,,,,
Google Paid Search,48379.5625,posterior,0.9658499,0.90271765,0.9372326,media,,,,
Google Paid Search,48379.5625,prior,0.9879746,0.9089913,0.95190954,media,,,,
Google Paid Search,48500.2109375,posterior,0.96593195,0.90293616,0.9373769,media,,,,
Google Paid Search,48500.2109375,prior,0.9880041,0.9091971,0.95202225,media,,,,
Google Paid Search,48620.859375,posterior,0.9660136,0.9031537,0.9375228,media,,,,
Google Paid Search,48620.859375,prior,0.98803353,0.90940195,0.9521341,media,,,,
Google Paid Search,48741.5078125,posterior,0.9660949,0.9033703,0.9376656,media,,,,
Google Paid Search,48741.5078125,prior,0.9880628,0.9096059,0.9522455,media,,,,
Google Paid Search,48862.15234375,posterior,0.9661758,0.9035859,0.9378099,media,,,,
Google Paid Search,48862.15234375,prior,0.98809195,0.909809,0.9523563,media,,,,
Google Paid Search,48982.80078125,posterior,0.96625626,0.90380055,0.9379524,media,,,,
Google Paid Search,48982.80078125,prior,0.9881209,0.9100112,0.9524663,media,,,,
Google Paid Search,49103.44921875,posterior,0.9663364,0.9040142,0.93809426,media,,,,
Google Paid Search,49103.44921875,prior,0.9881497,0.91021246,0.95257664,media,,,,
Google Paid Search,49224.09375,posterior,0.9664161,0.9042269,0.9382349,media,,,,
Google Paid Search,49224.09375,prior,0.98817843,0.9104128,0.95268583,media,,,,
Google Paid Search,49344.7421875,posterior,0.9664955,0.90443873,0.93837696,media,,,,
Google Paid Search,49344.7421875,prior,0.98820704,0.9106122,0.9527951,media,,,,
Google Paid Search,49465.390625,posterior,0.9665745,0.90464956,0.9385162,media,,,,
Google Paid Search,49465.390625,prior,0.9882355,0.9108108,0.9529033,media,,,,
Google Paid Search,49586.0390625,posterior,0.9666531,0.9048595,0.9386549,media,,,,
Google Paid Search,49586.0390625,prior,0.9882637,0.91100854,0.9530111,media,,,,
Google Paid Search,49706.68359375,posterior,0.96673137,0.90506846,0.9387948,media,,,,
Google Paid Search,49706.68359375,prior,0.98829186,0.91120535,0.95311797,media,,,,
Google Paid Search,49827.33203125,posterior,0.9668093,0.90527654,0.9389337,media,,,,
Google Paid Search,49827.33203125,prior,0.9883199,0.9114013,0.9532246,media,,,,
Google Paid Search,49947.98046875,posterior,0.96688676,0.9054837,0.93907034,media,,,,
Google Paid Search,49947.98046875,prior,0.98834777,0.91159636,0.9533317,media,,,,
Google Paid Search,50068.625,posterior,0.9669639,0.90569,0.9392069,media,,,,
Google Paid Search,50068.625,prior,0.98837554,0.9117906,0.95343775,media,,,,
Google Paid Search,50189.2734375,posterior,0.96704066,0.90589535,0.939344,media,,,,
Google Paid Search,50189.2734375,prior,0.98840314,0.91198397,0.9535425,media,,,,
Google Paid Search,50309.921875,posterior,0.96711713,0.90609986,0.9394796,media,,,,
Google Paid Search,50309.921875,prior,0.9884306,0.9121765,0.95364803,media,,,,
Google Paid Search,50430.5703125,posterior,0.9671932,0.9063034,0.93961495,media,,,,
Google Paid Search,50430.5703125,prior,0.988458,0.9123682,0.9537525,media,,,,
Google Paid Search,50551.21484375,posterior,0.96726894,0.9065061,0.93974966,media,,,,
Google Paid Search,50551.21484375,prior,0.9884852,0.91255903,0.95385605,media,,,,
Google Paid Search,50671.86328125,posterior,0.96734434,0.906708,0.9398845,media,,,,
Google Paid Search,50671.86328125,prior,0.98851234,0.91274905,0.95395964,media,,,,
Google Paid Search,50792.51171875,posterior,0.9674194,0.906909,0.94001746,media,,,,
Google Paid Search,50792.51171875,prior,0.9885393,0.9129383,0.95406264,media,,,,
Google Paid Search,50913.15625,posterior,0.9674941,0.9071091,0.9401495,media,,,,
Google Paid Search,50913.15625,prior,0.98856616,0.91312665,0.9541658,media,,,,
Google Paid Search,51033.8046875,posterior,0.96756846,0.90730834,0.94028246,media,,,,
Google Paid Search,51033.8046875,prior,0.98859286,0.9133142,0.9542679,media,,,,
Google Paid Search,51154.453125,posterior,0.9676424,0.9075067,0.94041324,media,,,,
Google Paid Search,51154.453125,prior,0.98861945,0.91350096,0.9543696,media,,,,
Google Paid Search,51275.1015625,posterior,0.96771616,0.9077043,0.9405452,media,,,,
Google Paid Search,51275.1015625,prior,0.988646,0.91368693,0.95447063,media,,,,
Google Paid Search,51395.74609375,posterior,0.9677895,0.907901,0.94067526,media,,,,
Google Paid Search,51395.74609375,prior,0.98867226,0.9138721,0.95457107,media,,,,
Google Paid Search,51516.39453125,posterior,0.9678625,0.90809685,0.9408049,media,,,,
Google Paid Search,51516.39453125,prior,0.9886985,0.9140565,0.95467126,media,,,,
Google Paid Search,51637.04296875,posterior,0.9679352,0.9082919,0.9409341,media,,,,
Google Paid Search,51637.04296875,prior,0.98872465,0.91424006,0.9547718,media,,,,
Google Paid Search,51757.69140625,posterior,0.9680075,0.90848607,0.94106317,media,,,,
Google Paid Search,51757.69140625,prior,0.98875064,0.91442287,0.95487064,media,,,,
Google Paid Search,51878.3359375,posterior,0.96807957,0.9086794,0.94119215,media,,,,
Google Paid Search,51878.3359375,prior,0.9887765,0.91460484,0.95496935,media,,,,
Google Paid Search,51998.984375,posterior,0.9681513,0.908872,0.9413198,media,,,,
Google Paid Search,51998.984375,prior,0.98880225,0.91478616,0.9550687,media,,,,
Google Paid Search,52119.6328125,posterior,0.9682226,0.90906376,0.94144684,media,,,,
Google Paid Search,52119.6328125,prior,0.9888278,0.91496664,0.9551662,media,,,,
Google Paid Search,52240.27734375,posterior,0.96829367,0.9092547,0.9415723,media,,,,
Google Paid Search,52240.27734375,prior,0.9888534,0.91514635,0.95526415,media,,,,
Google Paid Search,52360.92578125,posterior,0.9683644,0.90944487,0.941699,media,,,,
Google Paid Search,52360.92578125,prior,0.9888788,0.9153253,0.9553616,media,,,,
Google Paid Search,52481.57421875,posterior,0.9684348,0.90963423,0.9418245,media,,,,
Google Paid Search,52481.57421875,prior,0.98890406,0.9155035,0.9554585,media,,,,
Google Paid Search,52602.22265625,posterior,0.96850497,0.9098228,0.9419488,media,,,,
Google Paid Search,52602.22265625,prior,0.9889293,0.915681,0.9555554,media,,,,
Google Paid Search,52722.8671875,posterior,0.96857476,0.9100106,0.9420736,media,,,,
Google Paid Search,52722.8671875,prior,0.98895425,0.9158577,0.9556513,media,,,,
Google Paid Search,52843.515625,posterior,0.96864426,0.9101977,0.94219744,media,,,,
Google Paid Search,52843.515625,prior,0.9889792,0.9160337,0.95574677,media,,,,
Google Paid Search,52964.1640625,posterior,0.96871346,0.9103839,0.9423201,media,,,,
Google Paid Search,52964.1640625,prior,0.9890041,0.9162089,0.9558424,media,,,,
Google Paid Search,53084.80859375,posterior,0.96878237,0.9105693,0.9424443,media,,,,
Google Paid Search,53084.80859375,prior,0.98902875,0.9163834,0.9559369,media,,,,
Google Paid Search,53205.45703125,posterior,0.9688509,0.910754,0.9425659,media,,,,
Google Paid Search,53205.45703125,prior,0.98905337,0.9165572,0.9560311,media,,,,
Google Paid Search,53326.10546875,posterior,0.9689192,0.91093796,0.942688,media,,,,
Google Paid Search,53326.10546875,prior,0.98907787,0.9167303,0.9561256,media,,,,
Google Paid Search,53446.75390625,posterior,0.9689872,0.91112113,0.9428087,media,,,,
Google Paid Search,53446.75390625,prior,0.98910224,0.9169026,0.9562189,media,,,,
Google Paid Search,53567.3984375,posterior,0.9690549,0.9113035,0.94292885,media,,,,
Google Paid Search,53567.3984375,prior,0.9891265,0.91707426,0.95631206,media,,,,
Google Paid Search,53688.046875,posterior,0.9691223,0.9114852,0.9430499,media,,,,
Google Paid Search,53688.046875,prior,0.9891507,0.91724515,0.956405,media,,,,
Google Paid Search,53808.6953125,posterior,0.9691894,0.91166615,0.9431704,media,,,,
Google Paid Search,53808.6953125,prior,0.9891748,0.9174154,0.956497,media,,,,
Google Paid Search,53929.3359375,posterior,0.9692562,0.91184634,0.9432882,media,,,,
Google Paid Search,53929.3359375,prior,0.98919874,0.91758496,0.9565894,media,,,,
Google Paid Search,54049.984375,posterior,0.96932274,0.9120258,0.94340885,media,,,,
Google Paid Search,54049.984375,prior,0.9892225,0.91775376,0.9566814,media,,,,
Google Paid Search,54170.6328125,posterior,0.96938896,0.9122045,0.9435266,media,,,,
Google Paid Search,54170.6328125,prior,0.9892463,0.9179219,0.9567722,media,,,,
Google Paid Search,54291.28515625,posterior,0.96945494,0.91238254,0.9436442,media,,,,
Google Paid Search,54291.28515625,prior,0.98927,0.91808933,0.9568631,media,,,,
Google Paid Search,54411.92578125,posterior,0.96952057,0.9125598,0.94375974,media,,,,
Google Paid Search,54411.92578125,prior,0.9892935,0.9182561,0.9569533,media,,,,
Google Paid Search,54532.57421875,posterior,0.96958596,0.91273636,0.9438775,media,,,,
Google Paid Search,54532.57421875,prior,0.98931694,0.9184222,0.9570434,media,,,,
Google Paid Search,54653.22265625,posterior,0.969651,0.91291225,0.9439941,media,,,,
Google Paid Search,54653.22265625,prior,0.98934025,0.9185877,0.9571333,media,,,,
Google Paid Search,54773.8671875,posterior,0.96971583,0.91308737,0.94410914,media,,,,
Google Paid Search,54773.8671875,prior,0.9893635,0.91875243,0.95722246,media,,,,
Google Paid Search,54894.515625,posterior,0.9697804,0.91326183,0.9442249,media,,,,
Google Paid Search,54894.515625,prior,0.9893866,0.91891646,0.9573113,media,,,,
Google Paid Search,55015.1640625,posterior,0.96984464,0.9134356,0.94433886,media,,,,
Google Paid Search,55015.1640625,prior,0.9894096,0.9190799,0.9574003,media,,,,
Google Paid Search,55135.8125,posterior,0.96990865,0.9136087,0.94445455,media,,,,
Google Paid Search,55135.8125,prior,0.9894326,0.9192427,0.95748836,media,,,,
Google Paid Search,55256.45703125,posterior,0.9699724,0.91378105,0.9445679,media,,,,
Google Paid Search,55256.45703125,prior,0.9894554,0.91940475,0.9575761,media,,,,
Google Paid Search,55377.10546875,posterior,0.97003585,0.9139527,0.94468147,media,,,,
Google Paid Search,55377.10546875,prior,0.9894781,0.9195663,0.957664,media,,,,
Google Paid Search,55497.75390625,posterior,0.97009903,0.9141237,0.94479424,media,,,,
Google Paid Search,55497.75390625,prior,0.98950076,0.9197271,0.957751,media,,,,
Google Paid Search,55618.3984375,posterior,0.970162,0.914294,0.9449061,media,,,,
Google Paid Search,55618.3984375,prior,0.9895233,0.91988724,0.9578383,media,,,,
Google Paid Search,55739.046875,posterior,0.9702246,0.91446364,0.94502044,media,,,,
Google Paid Search,55739.046875,prior,0.98954576,0.9200468,0.9579241,media,,,,
Google Paid Search,55859.6953125,posterior,0.970287,0.9146326,0.94513017,media,,,,
Google Paid Search,55859.6953125,prior,0.9895681,0.9202057,0.95801014,media,,,,
Google Paid Search,55980.34375,posterior,0.9703492,0.91480094,0.94524276,media,,,,
Google Paid Search,55980.34375,prior,0.98959035,0.92036396,0.9580961,media,,,,
Google Paid Search,56100.98828125,posterior,0.97041106,0.91496855,0.9453529,media,,,,
Google Paid Search,56100.98828125,prior,0.98961246,0.9205217,0.958182,media,,,,
Google Paid Search,56221.63671875,posterior,0.9704727,0.91513556,0.94546205,media,,,,
Google Paid Search,56221.63671875,prior,0.9896345,0.9206787,0.95826626,media,,,,
Google Paid Search,56342.28515625,posterior,0.9705341,0.9153019,0.94557256,media,,,,
Google Paid Search,56342.28515625,prior,0.9896565,0.9208351,0.9583513,media,,,,
Google Paid Search,56462.9296875,posterior,0.9705952,0.91546756,0.94568133,media,,,,
Google Paid Search,56462.9296875,prior,0.9896784,0.9209908,0.9584355,media,,,,
Google Paid Search,56583.578125,posterior,0.97065604,0.9156326,0.94579005,media,,,,
Google Paid Search,56583.578125,prior,0.9897002,0.92114604,0.95852035,media,,,,
Google Paid Search,56704.2265625,posterior,0.97071666,0.915797,0.94589937,media,,,,
Google Paid Search,56704.2265625,prior,0.9897219,0.9213006,0.958603,media,,,,
Google Paid Search,56824.875,posterior,0.970777,0.9159607,0.94600785,media,,,,
Google Paid Search,56824.875,prior,0.9897434,0.9214546,0.9586863,media,,,,
Google Paid Search,56945.51953125,posterior,0.9708371,0.91612387,0.9461142,media,,,,
Google Paid Search,56945.51953125,prior,0.9897649,0.921608,0.9587693,media,,,,
Google Paid Search,57066.16796875,posterior,0.97089696,0.91628635,0.94622153,media,,,,
Google Paid Search,57066.16796875,prior,0.9897864,0.9217607,0.9588517,media,,,,
Google Paid Search,57186.81640625,posterior,0.9709565,0.9164482,0.9463292,media,,,,
Google Paid Search,57186.81640625,prior,0.9898077,0.92191285,0.9589344,media,,,,
Google Paid Search,57307.4609375,posterior,0.97101593,0.9166094,0.9464351,media,,,,
Google Paid Search,57307.4609375,prior,0.98982894,0.9220644,0.9590166,media,,,,
Google Paid Search,57428.109375,posterior,0.97107506,0.91677004,0.94654113,media,,,,
Google Paid Search,57428.109375,prior,0.9898501,0.9222154,0.9590985,media,,,,
Google Paid Search,57548.7578125,posterior,0.97113395,0.9169301,0.9466456,media,,,,
Google Paid Search,57548.7578125,prior,0.9898712,0.9223659,0.95917994,media,,,,
Google Paid Search,57669.40625,posterior,0.9711926,0.91708946,0.9467516,media,,,,
Google Paid Search,57669.40625,prior,0.9898921,0.9225157,0.95926,media,,,,
Google Paid Search,57790.05078125,posterior,0.971251,0.9172482,0.9468572,media,,,,
Google Paid Search,57790.05078125,prior,0.989913,0.92266494,0.95934135,media,,,,
Google Paid Search,57910.69921875,posterior,0.9713092,0.9174064,0.9469606,media,,,,
Google Paid Search,57910.69921875,prior,0.98993385,0.9228136,0.95942163,media,,,,
Google Paid Search,58031.34765625,posterior,0.9713671,0.9175639,0.94706476,media,,,,
Google Paid Search,58031.34765625,prior,0.98995453,0.9229617,0.9595015,media,,,,
Google Paid Search,58151.9921875,posterior,0.9714248,0.91772085,0.94716877,media,,,,
Google Paid Search,58151.9921875,prior,0.9899752,0.92310923,0.95958173,media,,,,
Google Paid Search,58272.640625,posterior,0.9714823,0.9178772,0.9472707,media,,,,
Google Paid Search,58272.640625,prior,0.9899958,0.9232562,0.95966136,media,,,,
Google Paid Search,58393.2890625,posterior,0.97153956,0.918033,0.9473739,media,,,,
Google Paid Search,58393.2890625,prior,0.99001616,0.92340267,0.9597398,media,,,,
Google Paid Search,58513.9375,posterior,0.9715966,0.91818815,0.94747573,media,,,,
Google Paid Search,58513.9375,prior,0.99003655,0.9235485,0.9598189,media,,,,
Google Paid Search,58634.58203125,posterior,0.97165334,0.91834277,0.94757885,media,,,,
Google Paid Search,58634.58203125,prior,0.9900569,0.92369384,0.9598977,media,,,,
Google Paid Search,58755.23046875,posterior,0.9717099,0.9184967,0.9476789,media,,,,
Google Paid Search,58755.23046875,prior,0.9900771,0.92383856,0.9599758,media,,,,
Google Paid Search,58875.87890625,posterior,0.97176623,0.9186502,0.94778126,media,,,,
Google Paid Search,58875.87890625,prior,0.9900972,0.9239828,0.96005327,media,,,,
Google Paid Search,58996.52734375,posterior,0.9718224,0.91880304,0.9478807,media,,,,
Google Paid Search,58996.52734375,prior,0.9901173,0.92412645,0.9601313,media,,,,
Google Paid Search,59117.171875,posterior,0.9718783,0.9189553,0.9479818,media,,,,
Google Paid Search,59117.171875,prior,0.9901373,0.9242696,0.9602088,media,,,,
Google Paid Search,59237.8203125,posterior,0.97193396,0.919107,0.9480819,media,,,,
Google Paid Search,59237.8203125,prior,0.9901571,0.92441213,0.96028566,media,,,,
Google Paid Search,59358.46875,posterior,0.9719894,0.9192582,0.94818157,media,,,,
Google Paid Search,59358.46875,prior,0.9901769,0.92455417,0.9603625,media,,,,
Google Paid Search,59479.11328125,posterior,0.9720446,0.91940874,0.9482799,media,,,,
Google Paid Search,59479.11328125,prior,0.99019665,0.9246957,0.9604386,media,,,,
Google Paid Search,59599.76171875,posterior,0.9720996,0.91955876,0.9483787,media,,,,
Google Paid Search,59599.76171875,prior,0.9902163,0.92483664,0.9605139,media,,,,
Google Paid Search,59720.41015625,posterior,0.97215444,0.9197082,0.9484769,media,,,,
Google Paid Search,59720.41015625,prior,0.9902359,0.9249771,0.96059024,media,,,,
Google Paid Search,59841.05859375,posterior,0.972209,0.9198571,0.9485753,media,,,,
Google Paid Search,59841.05859375,prior,0.9902554,0.925117,0.9606659,media,,,,
Google Paid Search,59961.703125,posterior,0.97226334,0.92000544,0.94867295,media,,,,
Google Paid Search,59961.703125,prior,0.9902748,0.9252565,0.9607417,media,,,,
Google Paid Search,60082.3515625,posterior,0.97231746,0.92015326,0.9487697,media,,,,
Google Paid Search,60082.3515625,prior,0.9902941,0.92539537,0.960816,media,,,,
Google Paid Search,60203.0,posterior,0.9723714,0.92030054,0.94886607,media,,,,
Google Paid Search,60203.0,prior,0.9903134,0.9255337,0.960891,media,,,,
Google Shopping,0.0,posterior,0.0,0.0,0.0,media,,,,
Google Shopping,0.0,prior,0.0,0.0,0.0,media,,,,
Google Shopping,3997.849365234375,posterior,0.78206676,0.2558664,0.45285425,media,,,,
Google Shopping,3997.849365234375,prior,0.75439835,0.24589509,0.45232907,media,,,,
Google Shopping,7995.69873046875,posterior,0.8777076,0.40747392,0.60792464,media,,,,
Google Shopping,7995.69873046875,prior,0.86000806,0.39472836,0.6077224,media,,,,
Google Shopping,11993.5478515625,posterior,0.915007,0.5077611,0.6925419,media,,,,
Google Shopping,11993.5478515625,prior,0.9021039,0.49449664,0.6923393,media,,,,
Google Shopping,15991.3974609375,posterior,0.9348713,0.57901454,0.74655133,media,,,,
Google Shopping,15991.3974609375,prior,0.92473584,0.5660291,0.7463154,media,,,,
Google Shopping,19989.248046875,posterior,0.9472094,0.632248,0.7842014,media,,,,
Google Shopping,19989.248046875,prior,0.93886846,0.6198264,0.7839403,media,,,,
Google Shopping,23987.095703125,posterior,0.95561737,0.6735299,0.81201094,media,,,,
Google Shopping,23987.095703125,prior,0.9485327,0.66175675,0.81173486,media,,,,
Google Shopping,27984.947265625,posterior,0.961715,0.70647913,0.8334198,media,,,,
Google Shopping,27984.947265625,prior,0.95555836,0.6953567,0.83313686,media,,,,
Google Shopping,31982.794921875,posterior,0.9663395,0.7333872,0.8504221,media,,,,
Google Shopping,31982.794921875,prior,0.9608964,0.7228844,0.8501375,media,,,,
Google Shopping,35980.64453125,posterior,0.96996725,0.75577605,0.86425835,media,,,,
Google Shopping,35980.64453125,prior,0.96508956,0.74584967,0.8639753,media,,,,
Google Shopping,39978.49609375,posterior,0.97288907,0.77469593,0.8757411,media,,,,
Google Shopping,39978.49609375,prior,0.9684706,0.76529974,0.87546223,media,,,,
Google Shopping,43976.34375,posterior,0.9752929,0.7908953,0.8854258,media,,,,
Google Shopping,43976.34375,prior,0.97125447,0.78198445,0.8851517,media,,,,
Google Shopping,47974.19140625,posterior,0.977305,0.8049213,0.8937041,media,,,,
