Scenario,Historical Budget,Scenario Budget,Additional Spend,Historical Incremental Revenue,Scenario Incremental Revenue,Incremental Revenue Uplift,Historical Incremental Purchases,Scenario Incremental Purchases,Incremental Purchase Uplift,Scenario Total ROI,ROI on Additional Spend
"+20% Budget, Equal Increment Allocation",9052154.0,10870000.0,1817846.0,24742968.0,27014110.0,2271142.0,296098.8125,323116.875,27018.0625,2.485198736190796,1.2493588565808105
