DATE_DAY,ALL_PURCHASES,ALL_PURCHASES_ORIGINAL_PRICE,REVENUE_PER_PURCHASE,GOOGLE_PAID_SEARCH_IMPRESSIONS,GOOGLE_SHOPPING_IMPRESSIONS,GOOGLE_PMAX_IMPRESSIONS,GOOGLE_VIDEO_IMPRESSIONS,META_FACEBOOK_IMPRESSIONS,META_INSTAGRAM_IMPRESSIONS,GOOGLE_PAID_SEARCH_SPEND,GOOGLE_SHOPPING_SPEND,GOOGLE_PMAX_SPEND,GOOGLE_VIDEO_SPEND,META_FACEBOOK_SPEND,META_INSTAGRAM_SPEND,TREND,DOW_Friday,DOW_Saturday,DOW_Sunday,DOW_Thursday,DOW_Tuesday,DOW_Wednesday,YEAR_SIN_1,YEAR_COS_1,YEAR_SIN_2,YEAR_COS_2,BLACK_FRIDAY_PERIOD,LOG_ORGANIC_SEARCH_CLICKS,LOG_EMAIL_CLICKS,LOG_REFERRAL_CLICKS,LOG_ALL_OTHER_CLICKS,DATA_SPLIT
2021-05-16,138,13412.014519607,97.18851101164493,1714.0,15625.0,0.0,0.0,105705.0,19452.0,163.330625826,74.33,0.0,0.0,1410.808525498,263.556252039,0.1380392156862745,0,0,1,0,0,0,0.11371951458594969,-0.9935128947338007,-0.22596360824801906,0.974135744004672,0,0.0,0.0,0.0,0.0,Train
2021-05-17,105,10140.003669948,96.57146352331429,2468.0,17442.0,0.0,0.0,109595.0,13665.0,201.408776663,61.52,0.0,0.0,1326.021014719,226.225202519,0.1388235294117647,0,0,0,0,0,0,0.0966127018812031,-0.9953220513156602,-0.19232150523909483,0.9813319716704275,0,0.0,0.0,0.0,0.0,Train
2021-05-18,93,9456.999247322,101.68816394969893,2610.0,15267.0,0.0,0.0,101523.0,11557.0,181.641524356,42.21,0.0,0.0,1447.789493973,223.62148898,0.1396078431372549,0,0,0,0,1,0,0.07947729992362097,-0.9968366760893436,-0.15845177496083632,0.9873667175937016,0,0.0,0.0,0.0,0.0,Train
2021-05-19,92,8505.001670103,92.44567032720651,2153.0,15230.0,0.0,0.0,96023.0,8297.0,193.528638048,71.31,0.0,0.0,1469.260058633,182.177680356,0.1403921568627451,0,0,0,0,0,1,0.062318379354325076,-0.998056320853012,-0.12439450483979998,0.9922328391893008,0,0.0,0.0,0.0,0.0,Train
2021-05-20,77,8166.004665487,106.05200864268832,2364.0,14863.0,0.0,0.0,99325.0,9120.0,211.420215988,93.65,0.0,0.0,1536.745064548,195.187237626,0.1411764705882353,0,0,0,1,0,0,0.04514101777397193,-0.9989806246941579,-0.09019000427034513,0.9959245770286599,0,0.0,0.0,0.0,0.0,Train
2021-05-21,94,10233.001615392,108.86171931268086,2506.0,11937.0,0.0,0.0,94317.0,10047.0,177.685941389,59.62,0.0,0.0,1474.309371096,199.318356245,0.1419607843137255,1,0,0,0,0,0,0.02795029824021032,-0.999609314096404,-0.05587875690537313,0.9984375616565666,0,0.0,0.0,0.0,0.0,Train
2021-05-22,86,8449.007074693,98.24426831038372,2143.0,17265.0,0.0,0.0,99911.0,11852.0,203.730426492,91.23,0.0,0.0,1596.273715535,219.044986235,0.14274509803921567,0,1,0,0,0,0,0.01075130776352193,-0.9999422030204416,-0.021501372740813793,0.999768818762748,0,0.0,0.0,0.0,0.0,Train
2021-05-23,90,9025.978991372,100.28865545968888,2881.0,23359.0,0.0,0.0,129547.0,12848.0,206.162935674,111.01,0.0,0.0,1897.772074543,244.298175417,0.14352941176470588,0,0,1,0,0,0,-0.00645086419810515,-0.9999791929590823,0.012901459949419653,0.9999167727021953,0,0.0,0.0,0.0,0.0,Train
2021-05-24,121,9877.009892868,81.62818093279338,2764.0,24504.0,0.0,0.0,107296.0,9502.0,203.101447272,91.94,0.0,0.0,1716.406672339,210.817035313,0.14431372549019608,0,0,0,0,0,0,-0.023651127245231586,-0.9997202729664083,0.04728902277113235,0.9988812483600598,0,0.0,0.0,0.0,0.0,Train
2021-05-25,86,8122.993174536,94.45340900623256,2462.0,23279.0,0.0,0.0,126041.0,10866.0,198.622167014,110.32,0.0,0.0,1845.470817224,240.130424901,0.1450980392156863,0,0,0,0,1,0,-0.04084439154329611,-0.9991655196610109,0.08162061540319052,0.9966634713589159,0,0.0,0.0,0.0,0.0,Train
2021-05-26,158,13203.009146131,83.56334902614557,2290.0,26213.0,0.0,0.0,131466.0,12621.0,204.558681138,190.38,0.0,0.0,1921.579776458,283.739765406,0.14588235294117646,0,0,0,0,0,1,-0.05802556932878035,-0.9983150972033183,0.11585560376947847,0.9932660666081418,0,0.0,0.0,0.0,0.0,Train
2021-05-27,154,15297.267123558,99.33290339972727,2338.0,20034.0,0.0,0.0,166280.0,12188.0,200.953485607,78.52,0.0,0.0,2653.331981377,302.029948245,0.14666666666666667,0,0,0,1,0,0,-0.07518957641475855,-0.9971692572470178,0.14995346813244534,0.9886930551971383,0,0.0,0.0,0.0,0.0,Train
2021-05-28,150,14853.993626164,99.02662417442666,2184.0,15072.0,0.0,0.0,165606.0,11229.0,187.74238497,68.73,0.0,0.0,2740.390122548,276.239715749,0.14745098039215687,1,0,0,0,0,0,-0.09233133369539122,-0.9957283388645872,0.18387385105132759,0.9829498496360606,0,0.0,0.0,0.0,0.0,Train
2021-05-29,167,15908.985585722,95.26338674085031,1913.0,20146.0,0.0,0.0,180777.0,13775.0,171.67018643,153.37,0.0,0.0,2934.888174672,312.364268366,0.14823529411764705,0,1,0,0,0,0,-0.10944576864891556,-0.993992768446958,0.21757660514828173,0.9760432474496961,0,0.0,0.0,0.0,0.0,Train
2021-05-30,142,13367.004824478,94.13383679209859,2030.0,19584.0,0.0,0.0,219842.0,17693.0,180.238861174,109.06,0.0,0.0,3226.065489055,340.21673352,0.14901960784313725,0,0,1,0,0,0,-0.12652781683868314,-0.9919630595773397,0.2510218406258827,0.9679814231320734,0,0.0,0.0,0.0,0.0,Train
2021-05-31,209,18755.017615533,89.73692639011006,2506.0,35747.0,0.0,0.0,242079.0,14760.0,176.79317367,315.15,0.0,0.0,3337.655742959,302.930906866,0.14980392156862746,0,0,0,0,0,0,-0.1435724234118113,-0.9896398128792412,0.2841699724797683,0.9587739184713191,0,0.0,0.0,0.0,0.0,Train
2021-06-01,144,13105.82197068,91.01265257416667,2167.0,28289.0,0.0,0.0,169065.0,14297.0,204.727692918,147.18,0.0,0.0,2331.361763829,303.305273509,0.15058823529411763,0,0,0,0,1,0,-0.16057454459499376,-0.9870237158387383,0.31698176735052785,0.9484316312562208,0,0.0,0.0,0.0,0.0,Train
2021-06-02,111,8701.000017064,78.3873875411171,2326.0,19669.0,0.0,0.0,142194.0,12524.0,202.490163919,95.05,0.0,0.0,2303.236269808,297.700751757,0.15137254901960784,0,0,0,0,0,1,-0.17752914918703497,-0.984115542601034,0.34941838995939767,0.936966802377855,0,0.0,0.0,0.0,0.0,Train
2021-06-03,118,11327.013286344,95.9916380198644,1961.0,20956.0,0.0,0.0,158817.0,17523.0,195.957848024,83.68,0.0,0.0,2766.673559969,374.253476877,0.15215686274509804,0,0,0,1,0,0,-0.19443122004766195,-0.9809161537413774,0.3814414490727919,0.9243930013415553,0,0.0,0.0,0.0,0.0,Train
2021-06-04,83,9274.999252783,111.74697894919277,1940.0,13765.0,0.0,0.0,154366.0,19888.0,202.07520126,48.39,0.0,0.0,2533.227540068,358.904749361,0.15294117647058825,1,0,0,0,0,0,-0.2112757555821793,-0.9774264960104055,0.4130130429412807,0.9107251102063585,0,0.0,0.0,0.0,0.0,Train
2021-06-05,101,10008.99685126,99.09897872534654,2739.0,19215.0,0.0,0.0,166819.0,25787.0,196.977032013,86.11,0.0,0.0,2739.350600955,439.750842598,0.15372549019607842,0,1,0,0,0,0,-0.2280577712215198,-0.9736476020539838,0.4440958041592176,0.8959793059709459,0,0.0,0.0,0.0,0.0,Train
2021-06-06,131,12185.008277671,93.01533036390077,2711.0,20687.0,0.0,0.0,174171.0,21905.0,200.731616276,105.08,0.0,0.0,2740.187012638,398.339530684,0.15450980392156863,0,0,1,0,0,0,-0.24477230089725957,-0.9695805901076308,0.47465294389193496,0.8801730414269229,0,0.0,0.0,0.0,0.0,Train
2021-06-07,101,12197.996930807,120.77224683967326,2744.0,23858.0,0.0,0.0,202998.0,22041.0,203.216878406,181.17,0.0,0.0,2668.448964669,377.680461946,0.15529411764705883,0,0,0,0,0,0,-0.2614143985111562,-0.965226663665613,0.5046482954181526,0.8633250245021008,0,0.0,0.0,0.0,0.0,Train
2021-06-08,114,10899.996243427,95.61400213532457,2441.0,20352.0,0.0,0.0,124479.0,25824.0,184.332328655,110.55,0.0,0.0,1749.11705741,385.497677132,0.156078431372549,0,0,0,0,1,0,-0.2779791393987801,-0.9605871111248129,0.5340463569360717,0.8454551961182272,0,0.0,0.0,0.0,0.0,Train
2021-06-09,99,9367.000761383,94.616169306899,1892.0,21154.0,0.0,0.0,107821.0,13510.0,203.817565788,103.39,0.0,0.0,1890.368492806,321.995727267,0.1568627450980392,0,0,0,0,0,1,-0.2944616217868012,-0.9556633054034704,0.5628123335824821,0.8265847065893737,0,0.0,0.0,0.0,0.0,Train
2021-06-10,121,11286.661901219,93.27819753073554,2428.0,18992.0,0.0,0.0,140699.0,21577.0,187.369427995,70.55,0.0,0.0,2391.960793532,406.860271719,0.15764705882352942,0,0,0,1,0,0,-0.3108569682435036,-0.9504567035349151,0.5909121786151564,0.8067358905889147,0,0.0,0.0,0.0,0.0,Train
2021-06-11,110,10518.000585401,95.61818714000908,2295.0,16150.0,0.0,0.0,96879.0,10714.0,159.913076753,55.33,0.0,0.0,2424.553184346,289.651267492,0.1584313725490196,1,0,0,0,0,0,-0.3271603271220951,-0.9449688462364056,0.6183126337097825,0.7859322407147274,0,0.0,0.0,0.0,0.0,Train
2021-06-12,104,9230.000331875,88.75000319110578,2451.0,21169.0,0.0,0.0,77443.0,9476.0,166.066027554,155.39,0.0,0.0,2432.217848684,268.186331938,0.1592156862745098,0,1,0,0,0,0,-0.34336687399638804,-0.939201357453208,0.6449812683237445,0.7641983796838971,0,0.0,0.0,0.0,0.0,Train
2021-06-13,122,12079.982433468,99.01624945465574,3747.0,20876.0,0.0,0.0,101351.0,11536.0,271.93592067,78.52,0.0,0.0,2340.299634101,273.395916249,0.16,0,0,1,0,0,0,-0.3594718130884232,-0.9331559438780432,0.6708865180801582,0.7415600311898435,0,0.0,0.0,0.0,0.0,Train
2021-06-14,121,9777.659312673,80.8071017576281,2262.0,21947.0,0.0,0.0,118705.0,11210.0,233.401234025,96.45,0.0,0.0,1818.785829616,274.742379539,0.1607843137254902,0,0,0,0,0,0,-0.3754703786876202,-0.9268343944460494,0.6959977221267386,0.7180439894563502,0,0.0,0.0,0.0,0.0,Train
2021-06-15,113,11067.991540828,97.94682779493805,1847.0,18805.0,0.0,0.0,136762.0,9656.0,219.771457615,110.44,0.0,0.0,2149.068390085,287.14892112,0.16156862745098038,0,0,0,0,1,0,-0.3913578365610259,-0.9202385798054075,0.7202851594252706,0.6936780875245466,0,0.0,0.0,0.0,0.0,Train
2021-06-16,119,11020.002066841,92.60505938521848,2456.0,17642.0,0.0,0.0,99806.0,8415.0,227.370709986,76.19,0.0,0.0,1697.638955658,232.857371022,0.1623529411764706,0,0,0,0,0,1,-0.4071294853542516,-0.9133704517637858,0.7437200839287408,0.6684911643103645,0,0.0,0.0,0.0,0.0,Train
2021-06-17,114,8921.999110242,78.26315008984211,2761.0,22224.0,0.0,0.0,74504.0,7378.0,210.255521234,145.94,0.0,0.0,1372.767769806,180.114216991,0.1631372549019608,0,0,0,1,0,0,-0.4227806579826773,-0.9062320427107697,0.7662747586044899,0.6425130304714689,0,0.0,0.0,0.0,0.0,Train
2021-06-18,83,7572.994274021,91.24089486772289,1888.0,32544.0,0.0,0.0,51380.0,6813.0,194.630257018,243.6,0.0,0.0,1150.266573628,174.636430352,0.16392156862745097,1,0,0,0,0,0,-0.4383067230125192,-0.898825465016444,0.7879224882631226,0.6157744331240536,0,0.0,0.0,0.0,0.0,Train
2021-06-19,124,11318.00477331,91.27423204282258,1716.0,33720.0,0.0,0.0,68049.0,6792.0,189.102890168,392.66,0.0,0.0,1396.133676339,179.531454999,0.16470588235294117,0,1,0,0,0,0,-0.45370308603134424,-0.8911529104063088,0.8086376511543126,0.5883070194512693,0,0.0,0.0,0.0,0.0,Train
2021-06-20,159,14158.006927711,89.04406872774214,1981.0,39324.0,0.0,0.0,80757.0,8021.0,186.452485281,323.1,0.0,0.0,1508.48718199,184.601133151,0.16549019607843138,0,0,1,0,0,0,-0.46896519100763184,-0.8832166493127127,0.8283957292921138,0.5601432992463508,0,0.0,0.0,0.0,0.0,Train
2021-06-21,222,14762.809253217,66.49914078025675,2274.0,37919.0,0.0,0.0,87824.0,6856.0,203.283378005,272.83,0.0,0.0,1545.842602941,182.044816305,0.16627450980392156,0,0,0,0,0,0,-0.48408852163897587,-0.8750190302029955,0.847173337473877,0.5313166064347815,0,0.0,0.0,0.0,0.0,Train
2021-06-22,219,16148.007469501,73.7351939246621,2025.0,36587.0,0.0,0.0,74700.0,5868.0,195.36080874,272.37,0.0,0.0,1444.063405146,170.094025808,0.16705882352941176,0,0,0,0,1,0,-0.4990686026885319,-0.8665624788845385,0.8649482509584342,0.5018610596210326,0,0.0,0.0,0.0,0.0,Train
2021-06-23,104,9044.208015962,86.96353861501923,1905.0,31252.0,0.0,0.0,71430.0,6239.0,189.82381374,194.78,0.0,0.0,1391.724815235,161.039187234,0.16784313725490196,0,0,0,0,0,1,-0.5139010013093103,-0.8578494977869301,0.8816994317707848,0.4718115217065765,0,0.0,0.0,0.0,0.0,Train
2021-06-24,105,8205.998960313,78.1523710506,2776.0,27455.0,0.0,0.0,74641.0,5712.0,187.443372498,97.88,0.0,0.0,1795.037194668,164.787012274,0.16862745098039217,0,0,0,1,0,0,-0.5285813283559292,-0.8488826652214553,0.8974070536021568,0.44120355862696276,0,0.0,0.0,0.0,0.0,Train
2021-06-25,85,7715.398198399,90.7693905694,2743.0,24073.0,0.0,0.0,68569.0,5627.0,166.562128368,120.59,0.0,0.0,1592.753660671,161.61387803,0.16941176470588235,1,0,0,0,0,0,-0.5431052396834317,-0.8396646346181327,0.912052525275964,0.41007339725680436,0,0.0,0.0,0.0,0.0,Train
2021-06-26,94,8198.599232994,87.21914077653192,2280.0,36346.0,0.0,0.0,76654.0,6835.0,190.731832458,197.11,0.0,0.0,1717.296941706,161.524399906,0.17019607843137255,0,1,0,0,0,0,-0.5574684374327892,-0.8301981337405212,0.9256185127518922,0.3784578825324888,0,0.0,0.0,0.0,0.0,Train
2021-06-27,114,9219.397369058,80.87190674612282,2310.0,41810.0,0.0,0.0,79770.0,7284.0,181.944222966,196.34,0.0,0.0,1674.632614888,177.256697474,0.17098039215686275,0,0,1,0,0,0,-0.5716666713027052,-0.8204859638785327,0.9380889596420647,0.3463944338433696,0,0.0,0.0,0.0,0.0,Train
2021-06-28,97,7886.404729936,81.30314154573196,1905.0,38074.0,0.0,0.0,69047.0,5120.0,153.090648178,241.61,0.0,0.0,1403.060969911,150.960624252,0.17176470588235293,0,0,0,0,0,0,-0.5856957398073508,-0.8105309990194823,0.9494491062150135,0.31392100074304014,0,0.0,0.0,0.0,0.0,Train
2021-06-29,99,7077.799206933,71.49292128215151,2151.0,33707.0,0.0,0.0,37846.0,5976.0,138.234660259,221.79,0.0,0.0,885.034417703,153.669931581,0.17254901960784313,0,0,0,0,1,0,-0.5995514915196489,-0.8003361849976323,0.9596855068649522,0.2810760180331286,0,0.0,0.0,0.0,0.0,Train
2021-06-30,83,5921.197161183,71.33972483353013,644.0,15181.0,0.0,0.0,20596.0,5251.0,70.623967437,56.87,0.0,0.0,561.797915704,135.84018737,0.17333333333333334,0,0,0,0,0,1,-0.6132298262997502,-0.7899045386224707,0.968786046025684,0.24789836027275647,0,0.0,0.0,0.0,0.0,Train
2021-07-01,83,6296.797510142,75.86503024267469,1161.0,8564.0,0.0,0.0,23367.0,7542.0,76.058520965,27.26,0.0,0.0,562.134235895,139.154148345,0.17411764705882352,0,0,0,1,0,0,-0.6267266965083301,-0.7792391467859886,0.9767399525103048,0.21442729576751102,0,0.0,0.0,0.0,0.0,Train
2021-07-02,63,5242.596170432,83.21581222907936,1000.0,8656.0,0.0,0.0,21016.0,6850.0,68.28946391,17.0,0.0,0.0,521.187765101,131.68992453,0.17490196078431372,1,0,0,0,0,0,-0.6400381082043503,-0.7683431655492202,0.9835378122597296,0.18070244009239297,0,0.0,0.0,0.0,0.0,Train
2021-07-03,62,6210.99249431,100.17729829532259,933.0,11992.0,0.0,0.0,78477.0,22480.0,72.812177213,45.35,0.0,0.0,1009.744828007,209.613244385,0.17568627450980392,0,1,0,0,0,0,-0.65316012232693,-0.7572198192083127,0.9891715794849547,0.14676370920373963,0,0.0,0.0,0.0,0.0,Train
2021-07-04,105,9252.804618077,88.12194874359048,924.0,10243.0,0.0,0.0,81144.0,28237.0,73.646923625,25.1,0.0,0.0,1065.303062004,268.201585235,0.17647058823529413,0,0,1,0,0,0,-0.666088855860977,-0.7458723993404063,0.993634586189866,0.11265127219562909,0,0.0,0.0,0.0,0.0,Train
2021-07-05,126,8886.80275254,70.53018057571428,782.0,10322.0,0.0,0.0,74262.0,12027.0,66.076560566,34.8,0.0,0.0,896.721929373,158.133749728,0.1772549019607843,0,0,0,0,0,0,-0.6788204829862355,-0.734304263829602,0.9969215500633253,0.07840550375666766,0,0.0,0.0,0.0,0.0,Train
2021-07-06,129,10002.700945811,77.5403174093876,897.0,10266.0,0.0,0.0,73789.0,16482.0,72.13182835,25.38,0.0,0.0,1031.668660721,205.854689776,0.1780392156862745,0,0,0,0,1,0,-0.6913512362094071,-0.722518835873311,0.9990285807311906,0.044066936383449135,0,0.0,0.0,0.0,0.0,Train
2021-07-07,105,9263.997282319,88.22854554589524,834.0,10822.0,0.0,0.0,106290.0,18640.0,76.948025737,33.11,0.0,0.0,1522.385817556,287.141873675,0.17882352941176471,0,0,0,0,0,1,-0.7036774074790128,-0.7105196029692745,0.999953184360873,0.009676212407230897,0,0.0,0.0,0.0,0.0,Train
2021-07-08,123,11118.589498934,90.39503657669918,784.0,11081.0,0.0,0.0,91506.0,28985.0,71.811434002,25.51,0.0,0.0,1528.317172171,315.857614463,0.1796078431372549,0,0,0,1,0,0,-0.7157953492826642,-0.6983101158835584,0.9996942666129788,-0.024725964109382385,0,0.0,0.0,0.0,0.0,Train
2021-07-09,95,7175.810695748,75.53484942892632,711.0,11445.0,0.0,0.0,82173.0,15617.0,74.565099484,18.88,0.0,0.0,1506.690920592,271.464459887,0.1803921568627451,1,0,0,0,0,0,-0.7277014757264236,-0.6858939875998223,0.9982521339365441,-0.0590988755488295,0,0.0,0.0,0.0,0.0,Train
2021-07-10,88,9517.401237432,108.15228678899999,720.0,12396.0,0.0,0.0,166764.0,31424.0,73.294592148,45.35,0.0,0.0,2416.282213026,336.387032802,0.1811764705882353,0,1,0,0,0,0,-0.7393922635959241,-0.673274892250183,0.9956284932063294,-0.09340183893100905,0,0.0,0.0,0.0,0.0,Train
2021-07-11,168,14635.803679998,87.11787904760715,791.0,9644.0,0.0,0.0,145322.0,128089.0,73.64548172,34.75,0.0,0.0,1929.386871097,648.355032296,0.18196078431372548,0,0,1,0,0,0,-0.7508642533989489,-0.6604565640279754,0.9918264497026016,-0.12759425406472188,0,0.0,0.0,0.0,0.0,Train
2021-07-12,129,10972.79255197,85.0604073796124,934.0,8985.0,0.0,0.0,86163.0,43492.0,76.549290925,25.83,0.0,0.0,1520.081839327,341.658669133,0.18274509803921568,0,0,0,0,0,0,-0.7621140503891487,-0.6474427960827475,0.9868505034357966,-0.16163565160110782,0,0.0,0.0,0.0,0.0,Train
2021-07-13,131,11337.397787075,86.54502127538169,900.0,8714.0,0.0,0.0,80349.0,76201.0,75.378635006,38.74,0.0,0.0,1251.813840681,543.355827696,0.18352941176470589,0,0,0,0,1,0,-0.7731383255706026,-0.6342374393978054,0.9807065438204117,-0.1954857409322303,0,0.0,0.0,0.0,0.0,Train
2021-07-14,98,8048.799024638,82.1306022922245,957.0,8499.0,0.0,0.0,39170.0,87996.0,71.547400753,29.08,0.0,0.0,614.476746163,868.377080903,0.1843137254901961,0,0,0,0,0,1,-0.7839338166829201,-0.620844401650647,0.973401842704431,-0.22910445787810024,0,0.0,0.0,0.0,0.0,Train
2021-07-15,98,8584.190605305,87.59378168678572,798.0,8102.0,0.0,0.0,42746.0,67136.0,72.632665127,30.71,0.0,0.0,781.654218902,739.543638223,0.18509803921568627,0,0,0,1,0,0,-0.7944973291665992,-0.6072676460566135,0.9649450457625344,-0.2624520121057191,0,0.0,0.0,0.0,0.0,Train
2021-07-16,86,8177.093941577,95.08248769275582,737.0,7686.0,0.0,0.0,68143.0,70442.0,60.453458559,26.6,0.0,0.0,966.594812082,729.171382782,0.18588235294117647,1,0,0,0,0,0,-0.8048257371083452,-0.593511190196115,0.9553461622632788,-0.29548893422398215,0,0.0,0.0,0.0,0.0,Train
2021-07-17,77,6003.795861583,77.97137482575324,781.0,6897.0,0.0,0.0,43168.0,60295.0,67.651959419,19.58,0.0,0.0,683.117094769,729.746318012,0.18666666666666668,0,1,0,0,0,0,-0.8149159841660791,-0.5795791048257612,0.9446165532223606,-0.3281761224987386,0,0.0,0.0,0.0,0.0,Train
2021-07-18,102,8215.09395638,80.5401368272549,815.0,10582.0,0.0,0.0,65547.0,113280.0,69.473812458,33.32,0.0,0.0,672.888890279,1042.537295733,0.18745098039215685,0,0,1,0,0,0,-0.8247650844733614,-0.5654755126737576,0.9327689179559782,-0.3604748891327019,0,0.0,0.0,0.0,0.0,Train
2021-07-19,116,9464.009073797,81.58628511893966,713.0,9856.0,0.0,0.0,45231.0,111578.0,74.856381835,36.12,0.0,0.0,708.436688761,1151.375393548,0.18823529411764706,0,0,0,0,0,0,-0.8343701235229537,-0.5512045872199277,0.9198172790502196,-0.3923470060554182,0,0.0,0.0,0.0,0.0,Train
2021-07-20,114,10005.594214518,87.76837030278948,859.0,6103.0,0.0,0.0,89077.0,108133.0,76.699362951,29.99,0.0,0.0,909.142375216,872.222387766,0.18901960784313726,0,0,0,0,1,0,-0.8437282590292712,-0.5367705514607103,0.9057769657642539,-0.42375475016912983,0,0.0,0.0,0.0,0.0,Train
2021-07-21,76,6116.80776879,80.48431274723684,1155.0,7817.0,0.0,0.0,73673.0,235347.0,72.073479512,20.41,0.0,0.0,794.354203739,880.625272611,0.18980392156862744,0,0,0,0,0,1,-0.8528367217694595,-0.522177676659508,0.8906645958869751,-0.4546609479969567,0,0.0,0.0,0.0,0.0,Train
2021-07-22,129,12079.2081307,93.63727233100776,899.0,9849.0,0.0,0.0,76013.0,145413.0,73.503650594,25.75,0.0,0.0,1013.301984225,1022.161556484,0.19058823529411764,0,0,0,1,0,0,-0.8616928164028521,-0.5074302810827518,0.8744980560685747,-0.48502901968055895,0,0.0,0.0,0.0,0.0,Train
2021-07-23,120,11614.790609455,96.78992174545833,998.0,7507.0,0.0,0.0,85453.0,117733.0,67.579047175,34.88,0.0,0.0,986.820807244,1175.79623071,0.19137254901960785,1,0,0,0,0,0,-0.8702939222685674,-0.49253272872205434,0.8572964806503138,-0.5148230222752145,0,0.0,0.0,0.0,0.0,Train
2021-07-24,124,10950.99553714,88.3144801382258,748.0,8125.0,0.0,0.0,72296.0,151400.0,71.41187805,19.59,0.0,0.0,1218.899770215,1554.6818724,0.19215686274509805,0,1,0,0,0,0,-0.8786374941610001,-0.4774894280028391,0.8390802290175676,-0.5440076922910431,0,0.0,0.0,0.0,0.0,Train
2021-07-25,179,15202.890098164,84.93234691711731,998.0,8232.0,0.0,0.0,100054.0,205760.0,70.622302305,37.53,0.0,0.0,1178.576247557,1607.591101863,0.19294117647058823,0,0,1,0,0,0,-0.886721063082993,-0.46230483047981086,0.8198708615029215,-0.5725484874300667,0,0.0,0.0,0.0,0.0,Train
2021-07-26,130,11253.215965161,86.56319973200769,1039.0,6732.0,0.0,0.0,55671.0,120067.0,70.129317414,28.65,0.0,0.0,697.313279076,845.621595183,0.19372549019607843,0,0,0,0,0,0,-0.8945422369764496,-0.4469834295196741,0.7996911138678691,-0.600411627469661,0,0.0,0.0,0.0,0.0,Train
2021-07-27,120,10650.360135188,88.75300112656667,831.0,6878.0,0.0,0.0,41999.0,190972.0,70.631999577,31.99,0.0,0.0,863.046263094,1403.311466441,0.19450980392156864,0,0,0,0,1,0,-0.9020987014301837,-0.43152975897147144,0.7785648703932891,-0.6275641342440474,0,0.0,0.0,0.0,0.0,Train
2021-07-28,119,11115.884639972,93.41079529388236,1031.0,7471.0,0.0,0.0,70747.0,146362.0,70.419492167,29.97,0.0,0.0,1281.756136161,1324.028845631,0.1952941176470588,0,0,0,0,0,1,-0.9093882203647925,-0.4159483918249421,0.756517135610563,-0.6539738706764888,0,0.0,0.0,0.0,0.0,Train
2021-07-29,125,11348.962516382,90.791700131056,848.0,6168.0,0.0,0.0,52480.0,80374.0,70.14246636,33.69,0.0,0.0,961.439688079,847.046360838,0.19607843137254902,0,0,0,1,0,0,-0.9164086366943458,-0.4002439388573056,0.733574004706797,-0.6796095788159788,0,0.0,0.0,0.0,0.0,Train
2021-07-30,69,5766.807257033,83.5769167685942,718.0,7275.0,0.0,0.0,36234.0,59994.0,63.504028029,19.41,0.0,0.0,599.615346113,577.064956707,0.19686274509803922,1,0,0,0,0,0,-0.9231578729647039,-0.38442104726885545,0.709762632639161,-0.7044409168334328,0,0.0,0.0,0.0,0.0,Train
2021-07-31,96,8272.007124863,86.16674088398958,703.0,6753.0,0.0,0.0,19795.0,30875.0,59.696589757,27.84,0.0,0.0,359.861352596,325.298717316,0.1976470588235294,0,1,0,0,0,0,-0.9296339319682695,-0.3684843993077793,0.6851112019949135,-0.72843849493357,0,0.0,0.0,0.0,0.0,Train
2021-08-01,128,11152.99251341,87.13275401101562,938.0,7148.0,0.0,0.0,16250.0,35279.0,68.80373461,35.03,0.0,0.0,281.543332479,283.692522163,0.1984313725490196,0,0,1,0,0,0,-0.9358348973349941,-0.35243871088460327,0.6596488896351408,-0.7515739101399981,0,0.0,0.0,0.0,0.0,Train
2021-08-02,83,6240.008605332,75.18082657026507,1150.0,8110.0,0.0,0.0,15401.0,29812.0,75.667313777,27.87,0.0,0.0,266.481575169,239.810229616,0.1992156862745098,0,0,0,0,0,0,-0.9417589340994617,-0.33628873017668287,0.6334058321617086,-0.7738197799123084,0,0.0,0.0,0.0,0.0,Train
2021-08-03,100,8369.992669438,83.69992669438,1211.0,6193.0,0.0,0.0,30087.0,36964.0,73.326774953,33.67,0.0,0.0,750.183882247,334.058066383,0.2,0,0,0,0,1,0,-0.9474042892438845,-0.32003923622313857,0.6064130902482765,-0.7951497745554202,0,0.0,0.0,0.0,0.0,Train
2021-08-04,89,7638.994245431,85.83139601607866,758.0,6591.0,0.0,0.0,34732.0,58054.0,75.426662367,21.58,0.0,0.0,826.457254462,406.906526483,0.2007843137254902,0,0,0,0,0,1,-0.9527692922168511,-0.30369503751065885,0.578702611877601,-0.8155386483827991,0,0.0,0.0,0.0,0.0,Train
2021-08-05,96,7120.005783356,74.16672690995834,602.0,7764.0,0.0,0.0,31533.0,54575.0,69.324418465,27.58,0.0,0.0,773.502907124,442.296520374,0.2015686274509804,0,0,0,1,0,0,-0.9578523554276669,-0.28726097055059635,0.5503071945286527,-0.8349622695966589,0,0.0,0.0,0.0,0.0,Train
2021-08-06,85,7217.008662876,84.9059842691294,1031.0,8074.0,0.0,0.0,35700.0,57165.0,69.998695146,33.29,0.0,0.0,838.624095201,546.061262033,0.2023529411764706,1,0,0,0,0,0,-0.9626519747161487,-0.2707418984477642,0.5212604463582784,-0.8533976488498011,0,0.0,0.0,0.0,0.0,Train
