Scenario,Reduced Channels,Historical Budget,Scenario Budget,Spend Savings,Historical Incremental Revenue,Scenario Incremental Revenue,Incremental Revenue Change,Historical Incremental Purchases,Scenario Incremental Purchases,Incremental Purchase Change,Scenario Total ROI,Revenue Lost per $1 Saved,Estimated Profit Change
-30% Spend on Saturated Channels,"Google PMAX, Google Shopping",9052154.0,8926017.5609375,126136.43906250037,24742968.0,24676152.0,-66816.0,296098.8125,295279.375,-819.4375,2.7648348808288574,0.5297121156789022,59320.43906250037
